name	mIDH_vs_wtIDH_diff	mIDH_vs_wtIDH_p.val
AFTPH	0.236358598578111	0.360080646183806
AGA	-0.268286658137637	0.310864504969036
AGAP2	-0.297023486568314	0.317051843883712
AGFG1	0.275147560678324	0.184560880530543
AGK	0.164854777136892	0.283276412649914
AGL	0.00211193114751396	0.99067939728577
AGO1	0.393446687633691	0.0282895551382721
AGO2	0.518140238217732	0.0252246457806959
AGO3	0.393742483262841	0.15056439851345
AGPAT2	-0.2467008072414	0.458582572368475
AGPAT3	0.00652761539051028	0.975514476352918
AGPAT5	-0.270256133893131	0.244550064593574
AGPAT9	-0.327318019237001	0.281431764936057
AGPS	-0.161203787909123	0.379652970803282
AGTPBP1	-0.484453040819794	0.0874077157542003
AGTRAP	-0.732402014226128	0.00924309163627957
AHCTF1	-0.219545216381743	0.114023697318882
AHCY	0.00666203643791263	0.966636940954431
AHCYL1	-0.284475686390099	0.481511504503818
AHDC1	0.646195750863978	0.228057013637889
AHNAK	0.386812799952164	0.293619132807331
AHSA1	0.156703369523541	0.33839448089855
AHSP	1.03198617394636	0.126738916039256
AIDA	0.0683283102287966	0.767978536944919
AIF1	-0.0201693837343591	0.952012883791483
AIFM1	0.106980950688765	0.470354381221404
AIM1	-0.480867626493783	0.0780984132673895
AIMP1	0.322738334714288	0.109834548864593
AIMP2	-0.0930090741534357	0.599247575705856
AIP	0.256444593926005	0.133493145036395
AK1	0.134624636772571	0.759169551459905
AK2	-0.0431436792986162	0.860726274457002
AK3	0.136040277943028	0.437099862098166
AK4	1.02541098827086	0.026512962861994
AKAP1	0.0643265829158501	0.802842845554179
AKAP13	0.0489827416454318	0.799173483706903
AKAP17A	-0.243665413201558	0.206444538482307
AKAP2	0.105219577479478	0.74764603659017
AKAP7	0.000664538817030547	0.998437813713452
AKAP8	0.0201912077273931	0.911260451417358
AKAP8L	0.0564853443210396	0.829153936860856
AKAP9	0.610782354258522	0.00376887293900793
AKNA	-0.118978255434762	0.660022893252635
AKR1A1	0.0423972535440491	0.828019401918652
AKR1B1	0.277741414654695	0.285019507819965
AKR1C3	0.555775017006102	0.183095002064237
AKR7A2	0.140482778043754	0.44150298442284
AKT1	0.00982178754301444	0.956311174921769
AKT2	-0.117404551377753	0.507760269886542
ALAD	0.0988450931927289	0.634960905145845
ALB	0.131757323614174	0.802764323322449
ALCAM	0.192271532976704	0.450331008759191
ALDH16A1	0.0795225895714644	0.674261168940901
ALDH18A1	-0.115768573266578	0.582002233225766
ALDH1A1	-0.203452916363137	0.712760974098931
ALDH1B1	-0.0127904960808571	0.958657013365692
ALDH2	-0.433276057418176	0.264883175949524
ALDH3A2	-0.0787677253865731	0.760487093474188
ALDH3B1	-0.270172844765597	0.33307634171685
ALDH4A1	-0.352566089829288	0.118504474388294
ALDH5A1	0.889305714810451	0.00384798221662517
ALDH6A1	-0.209775803422652	0.312137156873443
ALDH7A1	0.0738168564750339	0.85388666632343
ALDH9A1	0.204414878706714	0.190547009583884
ALDOA	0.309471931571814	0.117393053860386
ALDOC	0.337044940095176	0.128220570177962
ALG1	-0.0658167783652743	0.762114693729298
ALG11	-0.465168101716841	0.0100769309372845
ALG12	0.434286832624696	0.184040427053078
ALG13	0.197785072368745	0.398412770166977
ALG2	-0.460951256786029	0.0436299174944199
ALG3	0.0253501935286593	0.879748252739445
ALG5	-0.169478589415206	0.628169896120671
ALG6	-0.0152279668684763	0.947672576977037
ALG8	-0.148732182219526	0.445154361361682
ALG9	-0.288045713747508	0.111641659459061
ALOX5	-0.852187851701107	0.0420088640156163
ALOX5AP	-0.753789521880705	0.0426435746880764
ALYREF	0.197551708738892	0.188169678588666
AMDHD2	-0.103898961749493	0.754444308368108
AMPD2	0.11574681904527	0.57637345239716
AMPD3	0.0276545323476149	0.916364765463966
ANAPC1	-0.163442402607203	0.179166047764464
ANAPC2	-0.268328350382919	0.233720297451733
ANAPC5	-0.328668650013473	0.0873152028562082
ANAPC7	-0.575627899275304	0.00322766321682511
ANGEL2	0.194870079769561	0.346107149511855
ANK1	-0.0205141998398872	0.971427762366872
ANKFY1	-0.0243430935819546	0.89463226894649
ANKLE2	-0.0512884129897735	0.815538502339141
ANKRD11	0.256538491797386	0.155015738544391
ANKRD13A	0.10320762951698	0.532134537790288
ANKRD17	0.240356417727202	0.311891456263429
ANKRD27	-0.0307741557467551	0.884056333841227
ANKRD28	0.910033620247017	0.0970261539727559
ANKRD44	-0.0153295386771717	0.939688964962664
ANKS1A	-0.12711001036379	0.644922649831936
ANO10	-0.525149585247977	0.0467985580392045
ANO6	0.180109093681271	0.465145134464223
ANP32A	0.189048680094068	0.332818222153051
ANP32B	-0.062146980842936	0.778449181169273
ANP32E	0.114486366198612	0.517649461697772
ANPEP	0.0875750866750558	0.824809797497589
ANTXR2	-0.046274298674259	0.829232978205925
ANXA1	0.143755197658866	0.653105107671557
ANXA11	-0.287546034174838	0.155484804893415
ANXA2	-0.149441930619691	0.680033920985904
ANXA3	-0.831056803043314	0.162389723983236
ANXA4	-0.202235009723807	0.228481703215274
ANXA5	0.00436311674931744	0.991919641353209
ANXA6	-0.136103630660397	0.631897987400838
ANXA7	0.427970537419764	0.0207612951148469
AOAH	-1.04817242684439	0.00315732299718098
AP1B1	0.122634221609584	0.463847778062261
AP1G1	-0.0753974392265704	0.607292151284823
AP1G2	-0.0479568439730578	0.743342330982636
AP1M1	-0.104783186394258	0.449807845378003
AP1S1	0.0489405763419271	0.859162977193711
AP1S2	-0.123052446109106	0.542500738127123
AP2A1	-0.228913500648719	0.376243852528283
AP2A2	0.111987027852404	0.548969318654093
AP2B1	0.0121693121151196	0.932848850658221
AP2M1	0.182570109542453	0.198434484828379
AP2S1	0.12263673038283	0.574991919996398
AP3B1	-0.064689969535543	0.722305281039561
AP3D1	-0.146048888499571	0.409309683461901
AP3M1	-0.169554757691913	0.179336901605253
AP3S1	0.0319343815394575	0.866761912664143
AP5B1	-0.496682774525169	0.0152974596557735
AP5Z1	-0.255345070838143	0.188986184318511
APAF1	-0.405475112125917	0.0563342114268471
APBB1IP	0.213946405214429	0.30867398165088
APC	0.0580774267646227	0.868836372716672
APCS	-0.367443024759687	0.33377649813345
APEH	0.262154402976613	0.160098605416934
APEX1	-0.0976070488169682	0.664090784599589
API5	0.312684122495892	0.0285218224515595
APIP	0.422714794573913	0.17657119077183
APLP2	0.566408628084748	0.16686563044239
APMAP	-0.254699337453516	0.411974505704428
APOA1	-0.379788443088909	0.348026014087401
APOA1BP	0.208473823957295	0.0927203084718438
APOA2	-0.279352953759769	0.526787630494794
APOB	-0.158781967650377	0.72827518153691
APOBEC3B	0.471335905882693	0.102757817966438
APOBEC3F	0.892673163373512	0.0184357111932421
APOBR	-0.390177736927562	0.211588570691638
APOC1	-0.012109330146707	0.982671643369371
APOC3	-0.492674937549989	0.173024183461675
APOD	-0.305152723447563	0.392001783905872
APOE	-0.451214452578682	0.266357295958484
APOL2	0.563855234862849	0.00734549108959091
APOL3	0.486698344063459	0.129582664479873
APOO	0.0824546203099921	0.701989283009414
APOOL	0.436642492211984	0.0184309405028993
APPL1	0.0324642694337527	0.868532642921597
APRT	0.161368919025382	0.450808981412844
APTX	0.0149184938074818	0.943253480803569
AQR	-0.162019348875415	0.281981565456673
ARAF	-0.0302299798244867	0.861527369167331
ARAP1	-0.145990811525103	0.537183605910143
ARCN1	-0.121038739107256	0.400370095317109
ARF3	0.14023922600699	0.466328983167636
ARF4	-0.196763481761746	0.182669359614264
ARF5	0.0719675827702098	0.722963698798781
ARF6	-0.507196153373595	0.103050529260277
ARFGAP1	0.446192018721383	0.0954911886813316
ARFGAP2	0.140957774287862	0.482636913895041
ARFGAP3	0.125318246311643	0.534727288714458
ARFGEF1	-0.246417160021281	0.154653406450512
ARFGEF2	-0.0374532814656838	0.832065489594006
ARFIP1	-0.0300430157576344	0.905166204258342
ARFIP2	0.211661106298934	0.397330500175754
ARGLU1	-0.137245444065712	0.373052484822666
ARHGAP1	-0.185439996675012	0.318519975112406
ARHGAP15	0.323162995859303	0.141934246697446
ARHGAP17	0.0947154086390753	0.661922171656795
ARHGAP18	0.023885003135895	0.932755967335042
ARHGAP25	-0.0113053162338019	0.955990296954028
ARHGAP27	0.0904154027662045	0.746114885554761
ARHGAP30	0.24515712083662	0.239297889714003
ARHGAP35	-0.0379459814150316	0.85989885143396
ARHGAP4	-0.195168140601286	0.24296925814017
ARHGAP9	-0.222994860554792	0.339228848867807
ARHGDIA	0.085234025385347	0.680960175507577
ARHGDIB	0.336205001552131	0.12654413405847
ARHGEF1	0.143407432439531	0.471471792961903
ARHGEF2	-0.244391715726643	0.0613366582901765
ARHGEF40	0.358006437783068	0.210797689077462
ARHGEF6	0.308100174864148	0.149653536843077
ARHGEF7	0.125951928481769	0.601866593684159
ARID1A	0.049302212318473	0.711266127156435
ARID1B	0.644862130975937	0.00379477398811961
ARID2	-0.0316623323244336	0.845203230561508
ARID3A	-0.444143351101783	0.249211591503597
ARID4A	-0.0246739518260597	0.945543743165555
ARID4B	-0.0631706585752347	0.762945323796917
ARIH1	-0.16862969928707	0.529663573283714
ARL1	-0.0308907521009303	0.856138449118152
ARL11	-0.0394574943000627	0.90616754053235
ARL2	-0.571117778480478	0.00971756417663647
ARL2BP	0.694309780907368	0.0657564390223876
ARL3	0.0852129969239819	0.700977171491888
ARL5A	0.174428173376878	0.462150168951459
ARL6IP4	0.325779157390112	0.167707015604459
ARL6IP5	-0.0311041954493447	0.907506815998087
ARL6IP6	-0.0816722580764342	0.828625506175429
ARL8A	-0.444135496697445	0.0408179188506392
ARL8B	-0.200635190669985	0.561715101787554
ARMC1	0.190783638342932	0.345479385576761
ARMC10	0.36773114282645	0.0894260551543822
ARMC6	0.423438193648693	0.0852229035306338
ARMC8	-0.189854333556919	0.345410222763957
ARMCX1	-0.31357733785957	0.710333125449842
ARMCX2	-0.614590767995171	0.0707460840283339
ARMCX3	-0.0237763302470348	0.917108796927739
ARMT1	-0.201025121402495	0.447119736249352
ARPC1A	0.293589371300389	0.295224098940077
ARPC1B	0.140942689363051	0.406599646874821
ARPC2	-0.181656377805755	0.252452220924139
ARPC3	0.0164953113614352	0.923841426964054
ARPC4	0.186937954648133	0.395604223615299
ARPC5	0.0919237011786542	0.643459275100632
ARPC5L	0.104768124677939	0.557580653318388
ARPP19	0.344646801534012	0.0200831495599101
ARRB1	0.0433212717907168	0.819595770526103
ARRB2	0.0339612004418832	0.873728082990512
ARRDC1	-0.171600714972627	0.351315360184485
ARSA	0.0233991791455921	0.930408052542429
ARSB	-0.430145332044223	0.0890216281418785
ARSD	0.193993915580492	0.522630088556065
ASAH1	0.0366214509148008	0.875750795183208
ASAP1	-0.0476283310679513	0.842854902636988
ASCC1	-0.0464355670120007	0.888498970906492
ASCC2	0.124498963792732	0.507762750397664
ASCC3	-0.0479469329222972	0.842686274005477
ASF1A	-0.296697590667442	0.114596739477078
ASF1B	-0.139806561925532	0.706418482270126
ASH2L	0.20661378772628	0.0948172623740937
ASL	-0.157590096180186	0.533211449584388
ASMTL	0.285002446881819	0.366756816736116
ASNA1	-0.0696315567708794	0.566228641680574
ASPH	0.177607605034012	0.412949462618492
ASPSCR1	0.374260512135571	0.0849896297016517
ASRGL1	0.350656253544567	0.384855940445332
ASUN	0.0561301924299151	0.703477130805481
ATAD1	0.125778625384985	0.542424921160487
ATAD2	0.0514481641008118	0.82060136400446
ATAD2B	0.123984089428799	0.484671909325848
ATAD3A	-0.0581097865616691	0.710249085178674
ATAD3B	0.265603133364063	0.399527631266159
ATE1	0.0943366800403105	0.751206794000515
ATF1	-0.0884593279731689	0.632047179276447
ATF7	-0.239186793310829	0.41497843543103
ATF7IP	-0.15064511687272	0.621091162656231
ATG12	-0.0280193454917068	0.881224895890362
ATG13	-0.116036198709502	0.628466767236486
ATG2B	0.16714854222597	0.515478458927132
ATG3	-0.205754795909264	0.398956579536392
ATG5	0.302131579362005	0.167811678775197
ATG7	-0.0395391121915338	0.87530366243537
ATHL1	0.993310480989535	0.000688239406174469
ATIC	0.0657255360421836	0.734524888484414
ATL1	0.251751244428576	0.414023333637637
ATL2	-0.384455985704481	0.0775641523650452
ATL3	-0.249727994113449	0.160110158226436
ATM	-0.258182817348601	0.153081238949482
ATP11A	-0.362911274641302	0.0671900613653805
ATP11B	-0.386443422862076	0.101275005000678
ATP11C	-0.116345300438059	0.639917711996155
ATP13A1	-0.401110426438308	0.00771227916409378
ATP1A1	0.0494061625857114	0.754982981964934
ATP1B3	0.0846034130055564	0.583045095846883
ATP2A1	-0.218027233722275	0.189283373923352
ATP2A2	-0.157501874662426	0.30761646106149
ATP2A3	-0.0497852282397169	0.845874162864571
ATP2B1	0.038965897694311	0.884043689636557
ATP2B4	0.312154997370602	0.0497539431444844
ATP5A1	0.0130413113265604	0.926955862537429
ATP5B	0.103716028414183	0.443606836103859
ATP5C1	-0.0147968812741262	0.921429622942042
ATP5D	-0.0528988799664845	0.830246533149543
ATP5E	0.195175552233462	0.394455329811176
ATP5F1	0.197265211316331	0.111941563124942
ATP5H	-0.0292116600537717	0.858676517330831
ATP5I	0.0525858931884855	0.787628287169853
ATP5J	-0.278244585596951	0.257727617481334
ATP5J2-PTCD1	-0.269995972426681	0.485052770862753
ATP5L	0.13363917635025	0.470413611572568
ATP5O	0.0057585216779259	0.970268533780655
ATP5S	0.169846680074816	0.407371132776949
ATP6AP1	-0.43564536612622	0.0355767537776014
ATP6AP2	-0.26597815960718	0.210634196762214
ATP6V0A1	-0.466824887168535	0.0257889694931363
ATP6V0A2	-0.328194918448858	0.099646949031135
ATP6V0D1	-0.479264037059799	0.0547718695096667
ATP6V1A	0.304971055155836	0.0883965055510435
ATP6V1B2	0.289765257591611	0.0983536311451084
ATP6V1C1	0.147716123207015	0.387666352193546
ATP6V1D	0.0664831117814551	0.666165370812087
ATP6V1E1	0.239620812696469	0.137183819058113
ATP6V1F	0.318339205683092	0.126403540740988
ATP6V1G1	0.238172866941245	0.241869921584892
ATP6V1H	0.488193217620566	0.00804131868382514
ATP8A1	-0.583272644201735	0.0709729714501165
ATP8B4	-0.258195362232684	0.388047197814306
ATPAF1	-0.214563202643859	0.470425578242963
ATPAF2	0.211618873760859	0.397582478798791
ATPIF1	0.0797194211610872	0.781471555350895
ATR	0.268673795484784	0.252067204903078
ATRX	-0.136533340349676	0.330485230102431
ATXN10	0.201184131558424	0.328474954121157
ATXN2	0.0464625486784058	0.832769121819138
ATXN2L	0.218884622493668	0.243603105157934
ATXN3	0.0599688523936734	0.877511836154111
AUH	0.0791648938311127	0.800834570817567
AUP1	-0.335942753607366	0.0117292776800394
AZU1	-1.2164745778815	0.0499012491274129
B2M	-0.0624215325598385	0.772790092591942
B3GALT6	0.173016792074733	0.282844229346514
B3GALTL	0.12050300787137	0.578597937413101
B3GAT3	-0.0037461531684535	0.984818504088375
B3GNT2	-0.0163928568001204	0.950123504199344
B4DLN1	0.11887577987649	0.527683983770883
B4GALT1	-0.0862270117253701	0.798712095723477
B4GALT7	-0.330455421033129	0.176937130228799
BABAM1	0.254066708385512	0.122625912772634
BACH1	-0.0792676104220185	0.782017833009581
BAD	0.105757461418829	0.502929922510172
BAG1	0.347829173988984	0.228545120102085
BAG2	0.304078292226254	0.418643856058865
BAG4	0.382022293709465	0.339522158278215
BAG6	0.205911224006716	0.195397342370275
BAK1	0.39340647341923	0.233399364785242
BANF1	0.191393962387465	0.159872774700225
BAP1	0.445293935748953	0.138959757191541
BAP18	0.124789346280245	0.511006033187992
BASP1	-0.245161915297359	0.604249700517357
BAX	0.0812696523384844	0.595573880538236
BAZ1A	-0.49098065996407	0.0054161806115583
BAZ1B	-0.057774127343805	0.668974125503157
BBX	0.796624288188564	0.0152212863365796
BCAP29	-0.330230759238781	0.232713840098973
BCAP31	-0.0429211930947311	0.78511294142681
BCAS2	0.119974636887964	0.33642481795282
BCAS3	0.176434939498165	0.517860686726036
BCAT1	1.00070800064397	0.0236811180341635
BCAT2	0.00103451010337352	0.996167689118541
BCCIP	0.324421830627223	0.15525019176555
BCKDHA	0.126103079167642	0.445406473307044
BCKDK	-0.2594027331793	0.39257312189069
BCL10	0.259054610849827	0.248511040958072
BCL11A	0.988378148802742	0.00935215427126848
BCL2	0.47667122536113	0.248145361853612
BCL2L13	-0.170477385170884	0.422678451511083
BCLAF1	0.316070166899458	0.0300052211578093
BCR	-0.110894281557172	0.634214760106893
BCS1L	-0.260328043239625	0.103371596058277
BDH1	-0.403585335880752	0.0535514000966879
BDH2	1.27311272854662	0.000898330425278355
BEND3	-0.465012617462151	0.0501321411736157
BET1	0.0273318388850754	0.860941225117203
BET1L	-0.152347018939505	0.553248359391547
BICD2	-0.0817161832725475	0.711217471236624
BID	-0.121634900027797	0.546412834861992
BIN1	0.528669164614424	0.164774769785225
BIN2	0.074248658757206	0.766900227403263
BIRC6	-0.163165009605471	0.414439908088454
BLMH	0.512178251457449	0.0158885919180187
BLOC1S1	0.217908866967925	0.336991491881236
BLOC1S2	0.128166344474828	0.547393176783254
BLOC1S3	0.165080511138985	0.650966289843075
BLOC1S4	-0.0901421560289073	0.725684314372933
BLOC1S5	0.149054111492948	0.523166628023776
BLVRA	0.428903635164822	0.291444483268339
BLVRB	0.54324416898039	0.0923894692106917
BMP2K	0.217688036986942	0.436154835019148
BMS1	-0.0650693980365524	0.712558290749441
BNIP1	-0.107328168448703	0.588348265815316
BNIP3L	0.197277032132863	0.333038177572536
BOD1L1	0.141137987646935	0.324164751558652
BOLA1	-0.18533512513185	0.416461236422131
BOLA2	0.483033068582923	0.0835794278917772
BOP1	0.0117341455390978	0.950256983900991
BPGM	0.826102915771493	0.0131537546839599
BPHL	0.284425454791656	0.364761815646102
BPI	-1.67235177138754	0.0156352169156326
BPNT1	-0.0725695936361745	0.807185121229943
BPTF	-0.153082215527768	0.497056293791664
BRAF	0.119778317843867	0.734782761926627
BRAT1	-0.435501833734627	0.0648593922727578
BRCC3	0.465865664956365	0.129836694080601
BRD1	-0.165559614051759	0.355098238022411
BRD2	0.00451240644029838	0.974024243357057
BRD3	0.14961507297426	0.302162524156815
BRD4	0.00166612667197441	0.989062147580812
BRD7	0.247861201384584	0.245867047113434
BRD8	-0.0976246606110251	0.685288722475061
BRD9	-0.14209367913011	0.680762308358984
BRE	0.0565757580160131	0.773104264956855
BRF1	0.142605834964403	0.555249601529913
BRI3BP	-0.0793408158741258	0.690594429479886
BRIX1	-0.17823973087436	0.318345180883601
BRK1	0.293980507729138	0.179681414743295
BRMS1	-0.0646087750995399	0.826923337710231
BROX	0.382394284689056	0.122668501979231
BRPF1	0.0975276118235939	0.576240574344057
BSDC1	0.0772097221629231	0.774888822004632
BSG	0.324272134217466	0.124737502943498
BSPRY	0.145989569172468	0.598612887381871
BST1	-1.06482183903112	0.00338265795893441
BST2	0.183249028349469	0.531529895361221
BTAF1	0.0455251275481707	0.81119504651914
BTD	0.465828354084657	0.2064001841169
BTF3	0.311023126245342	0.123899776808278
BTF3L4	-0.0806583491746728	0.533441882517176
BTK	-0.0360093055443969	0.86664105481275
BUB3	0.11067396909894	0.510846205368828
BUD13	0.28249485152698	0.185737668293951
BUD31	-0.621694463503712	0.0426694697810064
BYSL	0.0159804575771112	0.931501852982657
BZW1	0.112480670721091	0.57266685602111
BZW2	0.156405432267931	0.507906711822627
C10orf11	-0.402490181913688	0.149936410498978
C10orf32-ASMT	0.0177279269992958	0.91080573236012
C10orf54	-0.183254387430043	0.556891404310543
C10orf76	0.119047290595461	0.596465383855758
C11orf54	0.242624114279746	0.309344918498378
C11orf68	0.0500546685345959	0.822291908074023
C11orf73	0.261174940436184	0.260546151737395
C11orf98	0.546715688229742	0.049640234644222
C12orf10	0.0431530300097371	0.816617784786466
C12orf43	0.133674036848049	0.500641458640501
C14orf1	-0.255863529457688	0.308116684574024
C14orf142	-0.276847138801784	0.252710243934193
C14orf159	0.686314651048619	0.0582705930420925
C14orf166	0.185979762313732	0.179116777938727
C15orf39	0.0739293926216149	0.757010454208506
C16orf13	0.372107234534557	0.0775359461318168
C16orf58	0.17497483023293	0.563256964638598
C16orf62	-0.189869373096215	0.189591073089303
C17orf59	0.0945249892906226	0.556826096553073
C17orf62	-0.282743867012041	0.107520442268965
C17orf75	0.241448923501459	0.269259612900269
C17orf85	0.378460102555767	0.0443129431704789
C18orf32	-0.0403948795882982	0.906028735364214
C19orf25	-0.0446659129003919	0.851087075288394
C19orf43	0.193683139064561	0.247856755577972
C19orf52	0.137567372040031	0.438494049130895
C19orf53	0.0768307018921242	0.754628093224743
C19orf66	0.399400746634065	0.069802118447102
C1orf123	0.173461396708277	0.262424651319769
C1orf131	0.325758547002771	0.337013281859453
C1orf174	0.366810729184735	0.19637823029708
C1orf50	0.294637201990732	0.350615201739418
C1orf52	0.306116360406854	0.361802490301349
C1QBP	0.111508256763493	0.568785736258449
C20orf27	-0.237994507372633	0.521250348036483
C2CD2L	-0.641924736912852	0.0458514883506752
C2CD3	0.243383367449798	0.202667882148449
C2CD5	0.502953136869092	0.0329630896841713
C2orf47	-0.0531643499720431	0.679671421814693
C2orf49	0.383674807961899	0.128293379346052
C3	-0.744619072569257	0.237123109620426
C3orf17	0.154095095524543	0.65713500028919
C3orf38	0.595152897044141	0.0317068817562668
C3orf58	-0.587759988082343	0.0581306758520458
C4A	-0.183855767952942	0.663431344498453
C4orf27	0.456950222561101	0.0344816737051195
C4orf32	-0.0320559320035088	0.917900665365964
C5orf22	0.0145326757961044	0.969994734892343
C5orf24	0.485390305707927	0.185635876395461
C5orf51	0.0878045202356894	0.74935440333528
C6orf120	-0.184471302108829	0.518742606396895
C6orf203	0.0864242552769348	0.742539554058734
C7orf26	0.225076115309125	0.378662044629759
C7orf50	-0.0400890894508663	0.83678023098186
C7orf55	0.134964681589057	0.673441435368
C8orf82	0.369638735499951	0.152866011783288
C9	-0.418740015689128	0.381475449747738
C9orf114	-0.152660310953053	0.404533492298545
C9orf142	0.402677548703572	0.0453901849167222
C9orf41	0.06832729750829	0.756211847755202
C9orf64	-0.392250533318272	0.112151574967705
C9orf78	0.0882238638601898	0.688037316943561
C9orf89	0.213451951338499	0.235436875739561
CA1	0.611263964917033	0.406864167613739
CA2	1.15486220270009	0.0218796539537929
CA5B	-0.0443475400432938	0.906464208690585
CAAP1	0.41195746694687	0.171926954141958
CAB39	0.0585457646228029	0.757296550926363
