#node1	node2	node1_string_internal_id	node2_string_internal_id	node1_external_id	node2_external_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	prediction	combined_score
AURKA	alisertib	1842628	-24771867	9606.ENSP00000216911	-1.CID024771867	0	0	0	0	0	0.824	0.800	0.944	0	0.997
CCNA1	CDKN1B	1844380	1843169	9606.ENSP00000255465	9606.ENSP00000228872	0	0	0	0	0	0.959	0.900	0.413	0	0.997
CDC25A	CCNA1	1848560	1844380	9606.ENSP00000303706	9606.ENSP00000255465	0	0	0	0	0.143	0.576	0.900	0.937	0	0.997
TOP2A	etoposide	1860923	-36462	9606.ENSP00000411532	-1.CID000036462	0	0	0	0	0	0	0.900	0.976	0	0.997
CCNB1	CCNA1	1844435	1844380	9606.ENSP00000256442	9606.ENSP00000255465	0	0	0	0.770	0.877	0.726	0.900	0.907	0	0.997
CDC25A	CCNE1	1848560	1845190	9606.ENSP00000303706	9606.ENSP00000262643	0	0	0	0	0.157	0.823	0.900	0.839	0	0.997
CDK5	roscovitine	1861440	-160355	9606.ENSP00000419782	-1.CID000160355	0	0	0	0	0	0.800	0.800	0.945	0	0.997
CDK2	roscovitine	1845906	-160355	9606.ENSP00000266970	-1.CID000160355	0	0	0	0	0	0.819	0.800	0.929	0	0.997
RBL1	CCND1	1855962	1843117	9606.ENSP00000362768	9606.ENSP00000227507	0	0	0	0	0	0.756	0.900	0.852	0	0.996
CDKN1A	CDC6	1843736	1842453	9606.ENSP00000244741	9606.ENSP00000209728	0	0	0	0	0	0.910	0.900	0.534	0	0.995
CDK5	CCNB1	1861440	1844435	9606.ENSP00000419782	9606.ENSP00000256442	0	0	0	0	0.110	0.812	0.900	0.759	0	0.995
RBL1	CCNA2	1855962	1846354	9606.ENSP00000362768	9606.ENSP00000274026	0	0	0	0	0.088	0.983	0	0.743	0	0.995
CDK5	CDKN1B	1861440	1843169	9606.ENSP00000419782	9606.ENSP00000228872	0	0	0	0	0	0.949	0	0.894	0	0.994
CDKN1A	CDKN1B	1843736	1843169	9606.ENSP00000244741	9606.ENSP00000228872	0	0	0	0.764	0	0.920	0.900	0.920	0	0.993
PCNA	CDC6	1856984	1842453	9606.ENSP00000368438	9606.ENSP00000209728	0	0	0	0	0.178	0.564	0.900	0.833	0	0.993
CCNA2	CCNB1	1846354	1844435	9606.ENSP00000274026	9606.ENSP00000256442	0	0	0	0.762	0.877	0.933	0	0.954	0	0.993
RB1	CCNA1	1845924	1844380	9606.ENSP00000267163	9606.ENSP00000255465	0	0	0	0	0.082	0.802	0.900	0.633	0	0.992
TOP2A	PCNA	1860923	1856984	9606.ENSP00000411532	9606.ENSP00000368438	0.608	0	0	0	0.235	0	0.900	0.779	0	0.992
RB1	CCNB1	1845924	1844435	9606.ENSP00000267163	9606.ENSP00000256442	0	0	0	0	0	0.795	0.900	0.682	0	0.992
CCNB1	CDC6	1844435	1842453	9606.ENSP00000256442	9606.ENSP00000209728	0	0	0	0	0.445	0.901	0	0.858	0	0.991
CCNA1	CDC6	1844380	1842453	9606.ENSP00000255465	9606.ENSP00000209728	0	0	0	0	0.288	0.305	0.900	0.837	0	0.990
SKP2	CCNE1	1846369	1845190	9606.ENSP00000274255	9606.ENSP00000262643	0	0	0	0	0.127	0.862	0.800	0.654	0	0.990
CCNE1	CDC6	1845190	1842453	9606.ENSP00000262643	9606.ENSP00000209728	0	0	0	0	0.246	0.566	0.900	0.671	0	0.987
RB1	CDKN1A	1845924	1843736	9606.ENSP00000267163	9606.ENSP00000244741	0	0	0	0	0	0.570	0.900	0.720	0	0.986
CCNE2	CDC25A	1849155	1848560	9606.ENSP00000309181	9606.ENSP00000303706	0	0	0	0	0.157	0.149	0.900	0.821	0	0.985
everolimus	temsirolimus	-6442177	-6918289	-1.CID006442177	-1.CID006918289	0	0	0	0	0	0	0	0.984	0	0.984
CDKN1A	etoposide	1843736	-36462	9606.ENSP00000244741	-1.CID000036462	0	0	0	0	0	0	0.900	0.847	0	0.984
CCNH	RARA	1844473	1844268	9606.ENSP00000256897	9606.ENSP00000254066	0	0	0	0	0	0	0.900	0.815	0	0.980
CDC25A	CDC6	1848560	1842453	9606.ENSP00000303706	9606.ENSP00000209728	0	0	0	0	0.112	0.300	0.900	0.695	0	0.978
PCNA	CCNB1	1856984	1844435	9606.ENSP00000368438	9606.ENSP00000256442	0	0	0	0	0.274	0.807	0	0.846	0	0.976
CDK5	PCNA	1861440	1856984	9606.ENSP00000419782	9606.ENSP00000368438	0	0	0	0	0.168	0.917	0	0.684	0	0.976
SKP2	CCNA1	1846369	1844380	9606.ENSP00000274255	9606.ENSP00000255465	0	0	0	0	0.089	0.961	0	0.357	0	0.975
CDC25A	CCND1	1848560	1843117	9606.ENSP00000303706	9606.ENSP00000227507	0	0	0	0	0	0	0.900	0.766	0	0.975
CCNH	CCNB1	1844473	1844435	9606.ENSP00000256897	9606.ENSP00000256442	0	0	0	0	0	0.078	0.900	0.754	0	0.975
CDK5	CCND1	1861440	1843117	9606.ENSP00000419782	9606.ENSP00000227507	0	0	0	0	0	0.360	0	0.961	0	0.974
RBL1	CDKN1B	1855962	1843169	9606.ENSP00000362768	9606.ENSP00000228872	0	0	0	0	0	0	0.900	0.745	0	0.973
RBL1	CDKN1A	1855962	1843736	9606.ENSP00000362768	9606.ENSP00000244741	0	0	0	0	0	0	0.900	0.743	0	0.973
SKP2	RB1	1846369	1845924	9606.ENSP00000274255	9606.ENSP00000267163	0	0	0	0	0.073	0.567	0.900	0.385	0	0.972
RBL1	CDC6	1855962	1842453	9606.ENSP00000362768	9606.ENSP00000209728	0	0	0	0	0.112	0	0.900	0.717	0	0.972
HSP90AA1	AURKA	1851814	1842628	9606.ENSP00000335153	9606.ENSP00000216911	0	0	0	0	0	0.075	0.900	0.723	0	0.972
CDC25A	CDKN1A	1848560	1843736	9606.ENSP00000303706	9606.ENSP00000244741	0	0	0	0	0	0	0.900	0.729	0	0.971
RBL1	CCNA1	1855962	1844380	9606.ENSP00000362768	9606.ENSP00000255465	0	0	0	0	0.088	0.564	0	0.932	0	0.970
RBL1	RB1	1855962	1845924	9606.ENSP00000362768	9606.ENSP00000267163	0	0	0	0.650	0	0.573	0.900	0.966	0	0.970
SKP2	CCND1	1846369	1843117	9606.ENSP00000274255	9606.ENSP00000227507	0	0	0	0	0	0	0.900	0.718	0	0.970
CCNH	CCND1	1844473	1843117	9606.ENSP00000256897	9606.ENSP00000227507	0	0	0	0	0	0.149	0.900	0.682	0	0.970
TOP2A	CDC6	1860923	1842453	9606.ENSP00000411532	9606.ENSP00000209728	0	0	0	0	0.179	0	0.900	0.668	0	0.970
PCNA	CCNA1	1856984	1844380	9606.ENSP00000368438	9606.ENSP00000255465	0	0	0	0	0.194	0	0.900	0.657	0	0.969
PCNA	RBL1	1856984	1855962	9606.ENSP00000368438	9606.ENSP00000362768	0	0	0	0	0.087	0	0.900	0.685	0	0.968
RB1	CDKN1B	1845924	1843169	9606.ENSP00000267163	9606.ENSP00000228872	0	0	0	0	0	0.109	0.900	0.659	0	0.967
CDC25A	CDKN1B	1848560	1843169	9606.ENSP00000303706	9606.ENSP00000228872	0	0	0	0	0	0	0.900	0.679	0	0.966
RBL1	CDC25A	1855962	1848560	9606.ENSP00000362768	9606.ENSP00000303706	0	0	0	0	0	0	0.900	0.650	0	0.963
CCNH	CCNA1	1844473	1844380	9606.ENSP00000256897	9606.ENSP00000255465	0	0	0	0	0	0.078	0.900	0.625	0	0.962
PCNA	CCNA2	1856984	1846354	9606.ENSP00000368438	9606.ENSP00000274026	0	0	0	0	0.194	0.809	0	0.768	0	0.961
CCNA2	CCNE1	1846354	1845190	9606.ENSP00000274026	9606.ENSP00000262643	0	0	0	0.682	0.288	0.303	0.900	0.831	0	0.960
RB1	CDC6	1845924	1842453	9606.ENSP00000267163	9606.ENSP00000209728	0	0	0	0	0.112	0	0.900	0.585	0	0.960
PCNA	RB1	1856984	1845924	9606.ENSP00000368438	9606.ENSP00000267163	0	0	0	0	0.087	0	0.900	0.605	0	0.960
RBL1	CCNE1	1855962	1845190	9606.ENSP00000362768	9606.ENSP00000262643	0	0	0	0	0.092	0.831	0	0.755	0	0.959
CCNE1	CCNA1	1845190	1844380	9606.ENSP00000262643	9606.ENSP00000255465	0	0	0	0.680	0.288	0.303	0.900	0.768	0	0.959
RARA	NR3C1	1844268	1843294	9606.ENSP00000254066	9606.ENSP00000231509	0	0	0	0.654	0	0.545	0.900	0.378	0	0.958
PCNA	CDC25A	1856984	1848560	9606.ENSP00000368438	9606.ENSP00000303706	0	0	0	0	0.112	0	0.900	0.562	0	0.957
CCNE2	RB1	1849155	1845924	9606.ENSP00000309181	9606.ENSP00000267163	0	0	0	0	0.092	0.149	0.900	0.500	0	0.956
RARB	decitabine	1851458	-451668	9606.ENSP00000332296	-1.CID000451668	0	0	0	0	0	0	0.700	0.855	0	0.955
PCNA	CCNE1	1856984	1845190	9606.ENSP00000368438	9606.ENSP00000262643	0	0	0	0	0.115	0	0.900	0.542	0	0.955
CDK5	CDKN1A	1861440	1843736	9606.ENSP00000419782	9606.ENSP00000244741	0	0	0	0	0	0.912	0	0.495	0	0.953
CCNE1	CCNH	1845190	1844473	9606.ENSP00000262643	9606.ENSP00000256897	0	0	0	0	0	0	0.900	0.530	0	0.951
CCNB1	AURKA	1844435	1842628	9606.ENSP00000256442	9606.ENSP00000216911	0	0	0	0	0.460	0.217	0	0.893	0	0.951
CCNE1	CCNB1	1845190	1844435	9606.ENSP00000262643	9606.ENSP00000256442	0	0	0	0.676	0.258	0.147	0.900	0.811	0	0.949
CCNH	CDKN1A	1844473	1843736	9606.ENSP00000256897	9606.ENSP00000244741	0	0	0	0	0	0	0.900	0.505	0	0.948
CDKN1B	CDC6	1843169	1842453	9606.ENSP00000228872	9606.ENSP00000209728	0	0	0	0	0	0	0.900	0.493	0	0.947
CDC25A	CCNH	1848560	1844473	9606.ENSP00000303706	9606.ENSP00000256897	0	0	0	0	0	0	0.900	0.499	0	0.947
CCNH	CDKN1B	1844473	1843169	9606.ENSP00000256897	9606.ENSP00000228872	0	0	0	0	0	0	0.900	0.472	0	0.944
CCNE2	SKP2	1849155	1846369	9606.ENSP00000309181	9606.ENSP00000274255	0	0	0	0	0.127	0.300	0.800	0.582	0	0.942
RB1	CCNH	1845924	1844473	9606.ENSP00000267163	9606.ENSP00000256897	0	0	0	0	0	0	0.900	0.423	0	0.939
CCNB1	CCND1	1844435	1843117	9606.ENSP00000256442	9606.ENSP00000227507	0	0	0	0.650	0.105	0.087	0.900	0.900	0	0.939
CDK5	CCNA2	1861440	1846354	9606.ENSP00000419782	9606.ENSP00000274026	0	0.008	0	0	0.114	0.699	0	0.780	0	0.936
CCNA1	CCND1	1844380	1843117	9606.ENSP00000255465	9606.ENSP00000227507	0	0	0	0.676	0.092	0.097	0.900	0.810	0	0.934
clofarabine	nelarabine	-119182	-3011155	-1.CID000119182	-1.CID003011155	0	0	0	0	0	0	0	0.931	0	0.931
TOP2A	CDC25A	1860923	1848560	9606.ENSP00000411532	9606.ENSP00000303706	0	0	0	0	0.071	0	0.900	0.310	0	0.930
DCK	clofarabine	1847023	-119182	9606.ENSP00000286648	-1.CID000119182	0	0	0	0	0	0.800	0	0.654	0	0.928
CCNE1	CCND1	1845190	1843117	9606.ENSP00000262643	9606.ENSP00000227507	0	0	0	0.669	0	0	0.900	0.868	0	0.928
HSP90AA1	RB1	1851814	1845924	9606.ENSP00000335153	9606.ENSP00000267163	0	0	0	0	0	0	0.900	0.301	0	0.927
CCNE2	CCNH	1849155	1844473	9606.ENSP00000309181	9606.ENSP00000256897	0	0	0	0	0	0	0.900	0.300	0	0.927
DCK	etoposide	1847023	-36462	9606.ENSP00000286648	-1.CID000036462	0	0	0	0	0	0	0.900	0.267	0	0.924
RARB	RARA	1851458	1844268	9606.ENSP00000332296	9606.ENSP00000254066	0	0	0	0.980	0	0.267	0.900	0.725	0	0.924
CDK5	CDK2	1861440	1845906	9606.ENSP00000419782	9606.ENSP00000266970	0	0	0.523	0.967	0	0.215	0.900	0.913	0	0.921
TOP2A	RBL1	1860923	1855962	9606.ENSP00000411532	9606.ENSP00000362768	0	0	0	0	0.108	0	0.900	0.180	0	0.920
RB1	etoposide	1845924	-36462	9606.ENSP00000267163	-1.CID000036462	0	0	0	0	0	0	0.900	0.170	0	0.914
cytarabine	etoposide	-6252	-36462	-1.CID000006252	-1.CID000036462	0	0	0	0	0	0	0	0.911	0	0.911
TOP2B	PCNA	1859958	1856984	9606.ENSP00000396704	9606.ENSP00000368438	0.608	0	0	0	0.235	0	0	0.712	0	0.906
CCNE2	CCNE1	1849155	1845190	9606.ENSP00000309181	9606.ENSP00000262643	0	0	0	0.939	0	0	0.900	0.757	0	0.904
RARG	RARA	1858196	1844268	9606.ENSP00000377947	9606.ENSP00000254066	0	0	0	0.974	0	0	0.900	0.751	0	0.901
RARG	RARB	1858196	1851458	9606.ENSP00000377947	9606.ENSP00000332296	0	0	0	0.979	0	0	0.900	0.810	0	0.901
CDK5R1	CDK2	1850055	1845906	9606.ENSP00000318486	9606.ENSP00000266970	0	0	0	0	0	0.709	0	0.673	0	0.901
etoposide	bleomycin	-36462	-5360373	-1.CID000036462	-1.CID005360373	0	0	0	0	0	0	0	0.898	0	0.898
HSP90AA1	CDK2	1851814	1845906	9606.ENSP00000335153	9606.ENSP00000266970	0	0	0	0	0	0.655	0	0.687	0	0.887
CDK5	CCNA1	1861440	1844380	9606.ENSP00000419782	9606.ENSP00000255465	0	0	0	0	0.114	0.405	0	0.780	0	0.874
cladribine	clofarabine	-20279	-119182	-1.CID000020279	-1.CID000119182	0	0	0	0	0	0	0	0.872	0	0.872
CDK5	RB1	1861440	1845924	9606.ENSP00000419782	9606.ENSP00000267163	0	0	0	0	0	0.693	0	0.593	0	0.869
cytarabine	clofarabine	-6252	-119182	-1.CID000006252	-1.CID000119182	0	0	0	0	0	0.268	0	0.825	0	0.868
CDK5	CCNE1	1861440	1845190	9606.ENSP00000419782	9606.ENSP00000262643	0	0	0	0	0	0.643	0	0.622	0	0.859
CCNA2	roscovitine	1846354	-160355	9606.ENSP00000274026	-1.CID000160355	0	0	0	0	0	0.794	0.150	0.224	0	0.856
CDK5	CDC25A	1861440	1848560	9606.ENSP00000419782	9606.ENSP00000303706	0	0	0	0	0	0.301	0	0.796	0	0.852
CCNB1	CDKN1B	1844435	1843169	9606.ENSP00000256442	9606.ENSP00000228872	0	0	0	0	0	0.574	0	0.660	0	0.848
SKP2	CCNB1	1846369	1844435	9606.ENSP00000274255	9606.ENSP00000256442	0	0	0	0	0.178	0.570	0	0.603	0	0.847
CDKN3	CDC6	1851839	1842453	9606.ENSP00000335357	9606.ENSP00000209728	0	0	0	0	0	0.672	0	0.548	0	0.845
CDK5	CCNH	1861440	1844473	9606.ENSP00000419782	9606.ENSP00000256897	0	0	0	0	0	0.434	0	0.731	0	0.841
CDK5	CDC6	1861440	1842453	9606.ENSP00000419782	9606.ENSP00000209728	0	0	0	0	0.092	0.574	0	0.595	0	0.829
CCND1	metformin	1843117	-4091	9606.ENSP00000227507	-1.CID000004091	0	0	0	0	0	0	0	0.828	0	0.828
CDK5R1	roscovitine	1850055	-160355	9606.ENSP00000318486	-1.CID000160355	0	0	0	0	0	0.800	0	0.168	0	0.828
NSC606869	NSC759857	-354624	-60148441	-1.CID000354624	-1.CID060148441	0	0	0	0	0	0.827	0	0	0	0.827
CDKN1B	dexamethasone	1843169	-5743	9606.ENSP00000228872	-1.CID000005743	0	0	0	0	0	0	0.150	0.800	0	0.824
CDKN1A	bleomycin	1843736	-5360373	9606.ENSP00000244741	-1.CID005360373	0	0	0	0	0	0	0	0.819	0	0.819
idelalisib	venetoclax	-11625818	-49846579	-1.CID011625818	-1.CID049846579	0	0	0	0	0	0	0	0.811	0	0.811
HSP90AA1	CCNB1	1851814	1844435	9606.ENSP00000335153	9606.ENSP00000256442	0	0	0	0	0.069	0	0	0.803	0	0.809
clofarabine	decitabine	-119182	-451668	-1.CID000119182	-1.CID000451668	0	0	0	0	0	0.268	0	0.741	0	0.805
cytarabine	decitabine	-6252	-451668	-1.CID000006252	-1.CID000451668	0	0	0	0	0	0.268	0	0.740	0	0.804
AURKA	metformin	1842628	-4091	9606.ENSP00000216911	-1.CID000004091	0	0	0	0	0	0	0	0.800	0	0.800
CDC25A	CCNA2	1848560	1846354	9606.ENSP00000303706	9606.ENSP00000274026	0	0	0	0	0.143	0	0	0.762	0	0.787
CCNA2	alisertib	1846354	-24771867	9606.ENSP00000274026	-1.CID024771867	0	0	0	0	0	0	0	0.786	0	0.786
CDK5	CDKN3	1861440	1851839	9606.ENSP00000419782	9606.ENSP00000335357	0	0	0	0	0	0.284	0	0.709	0	0.783
CCNA1	roscovitine	1844380	-160355	9606.ENSP00000255465	-1.CID000160355	0	0	0	0	0	0.735	0	0.189	0	0.778
HSP90AA1	CDKN1A	1851814	1843736	9606.ENSP00000335153	9606.ENSP00000244741	0	0	0	0	0	0.564	0	0.506	0	0.775
RB1	roscovitine	1845924	-160355	9606.ENSP00000267163	-1.CID000160355	0	0	0	0	0	0	0.700	0.253	0	0.769
cytarabine	cladribine	-6252	-20279	-1.CID000006252	-1.CID000020279	0	0	0	0	0	0	0	0.766	0	0.766
navitoclax	venetoclax	-24978538	-49846579	-1.CID024978538	-1.CID049846579	0	0	0	0.552	0	0	0	0.765	0	0.765
CCND1	retinoic acid	1843117	-444795	9606.ENSP00000227507	-1.CID000444795	0	0	0	0	0	0	0.700	0.241	0	0.765
CDKN1A	decitabine	1843736	-451668	9606.ENSP00000244741	-1.CID000451668	0	0	0	0	0	0	0.700	0.239	0	0.765
CDKN3	CDC25A	1851839	1848560	9606.ENSP00000335357	9606.ENSP00000303706	0	0	0	0	0	0.686	0	0.280	0	0.764
NR3C1	retinoic acid	1843294	-444795	9606.ENSP00000231509	-1.CID000444795	0	0	0	0	0	0.330	0.150	0.600	0	0.759
RB1	mifepristone	1845924	-55245	9606.ENSP00000267163	-1.CID000055245	0	0	0	0	0	0	0.700	0.211	0	0.756
CDK2	AURKA	1845906	1842628	9606.ENSP00000266970	9606.ENSP00000216911	0	0	0.455	0.782	0.460	0.412	0	0.843	0	0.754
RB1	retinoic acid	1845924	-444795	9606.ENSP00000267163	-1.CID000444795	0	0	0	0	0	0	0.700	0.186	0	0.748
RBL1	CCNB1	1855962	1844435	9606.ENSP00000362768	9606.ENSP00000256442	0	0	0	0	0.070	0	0	0.737	0	0.745
RB1	dexamethasone	1845924	-5743	9606.ENSP00000267163	-1.CID000005743	0	0	0	0	0	0	0.700	0.176	0	0.745
RB1	decitabine	1845924	-451668	9606.ENSP00000267163	-1.CID000451668	0	0	0	0	0	0	0.700	0.172	0	0.744
CCNE2	CDC6	1849155	1842453	9606.ENSP00000309181	9606.ENSP00000209728	0	0	0	0	0.246	0	0	0.667	0	0.738
CDK5	RBL1	1861440	1855962	9606.ENSP00000419782	9606.ENSP00000362768	0	0	0	0	0	0.325	0	0.625	0	0.736
CDK2	retinoic acid	1845906	-444795	9606.ENSP00000266970	-1.CID000444795	0	0	0	0	0	0	0.700	0.137	0	0.733
temsirolimus	idelalisib	-6918289	-11625818	-1.CID006918289	-1.CID011625818	0	0	0	0	0	0	0	0.732	0	0.732
RB1	everolimus	1845924	-6442177	9606.ENSP00000267163	-1.CID006442177	0	0	0	0	0	0	0.700	0.122	0	0.728
CDKN1B	retinoic acid	1843169	-444795	9606.ENSP00000228872	-1.CID000444795	0	0	0	0	0	0	0.700	0.121	0	0.728
CCNE1	retinoic acid	1845190	-444795	9606.ENSP00000262643	-1.CID000444795	0	0	0	0	0	0	0.700	0.115	0	0.726
RBL1	CCNE2	1855962	1849155	9606.ENSP00000362768	9606.ENSP00000309181	0	0	0	0	0.092	0.208	0	0.648	0	0.725
CDK5	HSP90AA1	1861440	1851814	9606.ENSP00000419782	9606.ENSP00000335153	0	0	0	0	0	0.364	0	0.584	0	0.725
CCNA1	retinoic acid	1844380	-444795	9606.ENSP00000255465	-1.CID000444795	0	0	0	0	0	0	0.700	0.102	0	0.722
TOP2A	CCNB1	1860923	1844435	9606.ENSP00000411532	9606.ENSP00000256442	0	0	0	0	0.288	0	0	0.623	0	0.720
TOP2A	RB1	1860923	1845924	9606.ENSP00000411532	9606.ENSP00000267163	0	0	0	0	0.108	0.576	0	0.308	0	0.715
CCNA2	CCNH	1846354	1844473	9606.ENSP00000274026	9606.ENSP00000256897	0	0	0	0	0	0.078	0	0.698	0	0.710
