#node1	node2	node1_string_internal_id	node2_string_internal_id	node1_external_id	node2_external_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	prediction	combined_score
HCK	EPHA2	1856392	1853684	9606.ENSP00000365012	9606.ENSP00000351209	0	0	0	0.790	0.072	0	0.900	0.317	0	0.909
ABL1	LCK	1855665	1852042	9606.ENSP00000361423	9606.ENSP00000337825	0	0	0	0.900	0	0	0.900	0.926	0	0.909
RARG	ESR1	1858196	1842435	9606.ENSP00000377947	9606.ENSP00000206249	0	0	0	0.729	0	0	0.900	0.326	0	0.908
LCK	masitinib	1852042	-10074640	9606.ENSP00000337825	-1.CID010074640	0	0	0	0	0	0.887	0	0.200	0	0.907
SRC	LCK	1853652	1852042	9606.ENSP00000350941	9606.ENSP00000337825	0	0	0.526	0.961	0	0	0.900	0.975	0	0.905
HCK	LCK	1856392	1852042	9606.ENSP00000365012	9606.ENSP00000337825	0	0	0	0.975	0	0	0.900	0.829	0	0.902
RARG	RARA	1858196	1844268	9606.ENSP00000377947	9606.ENSP00000254066	0	0	0	0.974	0	0	0.900	0.751	0	0.901
RARG	RARB	1858196	1851458	9606.ENSP00000377947	9606.ENSP00000332296	0	0	0	0.979	0	0	0.900	0.810	0	0.901
etoposide	bleomycin	-36462	-5360373	-1.CID000036462	-1.CID005360373	0	0	0	0	0	0	0	0.898	0	0.898
ABL1	ESR1	1855665	1842435	9606.ENSP00000361423	9606.ENSP00000206249	0	0	0	0	0	0.063	0	0.878	0	0.881
PDGFRB	Staurosporine,.	1844996	-16760627	9606.ENSP00000261799	-1.CID016760627	0	0	0	0	0	0.855	0	0	0	0.855
HCK	Staurosporine,.	1856392	-16760627	9606.ENSP00000365012	-1.CID016760627	0	0	0	0	0	0.855	0	0	0	0.855
SRC	retinoic acid	1853652	-444795	9606.ENSP00000350941	-1.CID000444795	0	0	0	0	0	0	0	0.853	0	0.853
ABL1	EPHA2	1855665	1853684	9606.ENSP00000361423	9606.ENSP00000351209	0	0	0	0.663	0.090	0.080	0.800	0.394	0	0.840
PTPN11	PLCG1	1852389	1843693	9606.ENSP00000340944	9606.ENSP00000244007	0	0	0	0.628	0	0.809	0	0.466	0	0.840
SRC	tozasertib	1853652	-5494449	9606.ENSP00000350941	-1.CID005494449	0	0	0	0	0	0.838	0	0	0	0.838
STAT3	ESR1	1845584	1842435	9606.ENSP00000264657	9606.ENSP00000206249	0	0	0	0	0	0.576	0	0.633	0	0.837
EFNA1	STAT3	1854793	1845584	9606.ENSP00000357392	9606.ENSP00000264657	0	0	0	0	0.071	0	0	0.828	0	0.834
LCK	Staurosporine,.	1852042	-16760627	9606.ENSP00000337825	-1.CID016760627	0	0	0	0	0	0.822	0	0	0	0.822
STAT3	roscovitine	1845584	-160355	9606.ENSP00000264657	-1.CID000160355	0	0	0	0	0	0	0	0.814	0	0.814
ABL1	bleomycin	1855665	-5360373	9606.ENSP00000361423	-1.CID005360373	0	0	0	0	0	0	0	0.811	0	0.812
ABL1	PTPN1	1855665	1855520	9606.ENSP00000361423	9606.ENSP00000360683	0	0	0	0	0	0.590	0	0.521	0	0.795
STAT3	dasatinib	1845584	-3062316	9606.ENSP00000264657	-1.CID003062316	0	0	0	0	0	0	0.700	0.303	0	0.784
navitoclax	venetoclax	-24978538	-49846579	-1.CID024978538	-1.CID049846579	0	0	0	0.552	0	0	0	0.765	0	0.765
KHDRBS1	CBL	1849655	1845465	9606.ENSP00000313829	9606.ENSP00000264033	0	0	0	0	0	0.571	0	0.412	0	0.736
ESR1	temsirolimus	1842435	-6918289	9606.ENSP00000206249	-1.CID006918289	0	0	0	0	0	0	0.700	0.136	0	0.733
EPHA2	tozasertib	1853684	-5494449	9606.ENSP00000351209	-1.CID005494449	0	0	0	0	0	0.726	0	0	0	0.726
ABL1	KHDRBS1	1855665	1849655	9606.ENSP00000361423	9606.ENSP00000313829	0	0	0	0	0	0.566	0	0.387	0	0.723
LCK	ESR1	1852042	1842435	9606.ENSP00000337825	9606.ENSP00000206249	0	0	0	0	0	0.575	0	0.356	0	0.715
ABI1	CBL	1856444	1845465	9606.ENSP00000365312	9606.ENSP00000264033	0	0	0	0	0	0.576	0	0.328	0	0.702
ABI1	SRC	1856444	1853652	9606.ENSP00000365312	9606.ENSP00000350941	0	0	0	0	0	0.437	0	0.479	0	0.694
PTPN1	ESR1	1855520	1842435	9606.ENSP00000360683	9606.ENSP00000206249	0	0	0	0	0	0.580	0	0.300	0	0.694
TOP2B	ESR1	1859958	1842435	9606.ENSP00000396704	9606.ENSP00000206249	0	0	0	0	0	0.580	0	0.295	0	0.691
KHDRBS1	STAT3	1849655	1845584	9606.ENSP00000313829	9606.ENSP00000264657	0	0	0	0	0	0.564	0	0.303	0	0.683
PDGFRB	NSC-656576	1844996	-24202429	9606.ENSP00000261799	-1.CID024202429	0	0	0	0	0	0.668	0	0	0	0.668
RARG	SRC	1858196	1853652	9606.ENSP00000377947	9606.ENSP00000350941	0	0	0	0	0	0.580	0	0.167	0	0.635
TOP2B	RARA	1859958	1844268	9606.ENSP00000396704	9606.ENSP00000254066	0	0	0	0	0	0.574	0	0.126	0	0.611
SRC	RARB	1853652	1851458	9606.ENSP00000350941	9606.ENSP00000332296	0	0	0	0	0	0.580	0	0.101	0	0.607
ESR1	retinoic acid	1842435	-444795	9606.ENSP00000206249	-1.CID000444795	0	0	0	0	0	0.330	0.150	0.329	0	0.596
SRC	Staurosporine,.	1853652	-16760627	9606.ENSP00000350941	-1.CID016760627	0	0	0	0	0	0.594	0	0	0	0.594
everolimus	NVP-BKM120	-6442177	-16654980	-1.CID006442177	-1.CID016654980	0	0	0	0	0	0	0	0.580	0	0.580
tozasertib	alisertib	-5494449	-24771867	-1.CID005494449	-1.CID024771867	0	0	0	0	0	0	0	0.576	0	0.576
5-azacytidine	retinoic acid	-9444	-444795	-1.CID000009444	-1.CID000444795	0	0	0	0	0	0	0	0.570	0	0.570
etoposide	retinoic acid	-36462	-444795	-1.CID000036462	-1.CID000444795	0	0	0	0	0	0	0	0.556	0	0.556
ABL1	PTPN11	1855665	1852389	9606.ENSP00000361423	9606.ENSP00000340944	0	0	0	0.615	0	0.258	0	0.965	0	0.533
dasatinib	everolimus	-3062316	-6442177	-1.CID003062316	-1.CID006442177	0	0	0	0	0	0	0	0.529	0	0.529
decitabine	dasatinib	-451668	-3062316	-1.CID000451668	-1.CID003062316	0	0	0	0	0	0	0	0.528	0	0.528
SRC	bleomycin	1853652	-5360373	9606.ENSP00000350941	-1.CID005360373	0	0	0	0	0	0	0	0.526	0	0.526
dasatinib	temsirolimus	-3062316	-6918289	-1.CID003062316	-1.CID006918289	0	0	0	0	0	0	0	0.525	0	0.525
dasatinib	midostaurin	-3062316	-9829523	-1.CID003062316	-1.CID009829523	0	0	0	0	0	0	0	0.525	0	0.525
ABI1	PLCG1	1856444	1843693	9606.ENSP00000365312	9606.ENSP00000244007	0	0	0	0	0	0.437	0	0.172	0	0.513
ABI1	HCK	1856444	1856392	9606.ENSP00000365312	9606.ENSP00000365012	0	0	0	0	0	0.437	0	0.168	0	0.511
ABL1	RARA	1855665	1844268	9606.ENSP00000361423	9606.ENSP00000254066	0	0	0	0	0	0.063	0	0.500	0	0.511
EPHA2	alisertib	1853684	-24771867	9606.ENSP00000351209	-1.CID024771867	0	0	0	0	0	0.505	0	0	0	0.505
tozasertib	AT9283	-5494449	-11696609	-1.CID005494449	-1.CID011696609	0	0	0	0	0	0	0	0.503	0	0.503
PDGFRB	tozasertib	1844996	-5494449	9606.ENSP00000261799	-1.CID005494449	0	0	0	0	0	0.502	0	0	0	0.503
cyclopamine	retinoic acid	-442972	-444795	-1.CID000442972	-1.CID000444795	0	0	0	0	0	0	0	0.502	0	0.502
retinoic acid	decitabine	-444795	-451668	-1.CID000444795	-1.CID000451668	0	0	0	0	0	0	0	0.501	0	0.501
STAT3	CBL	1845584	1845465	9606.ENSP00000264657	9606.ENSP00000264033	0	0	0	0	0	0	0	0.500	0	0.499
temsirolimus	NVP-BKM120	-6918289	-16654980	-1.CID006918289	-1.CID016654980	0	0	0	0	0	0	0	0.494	0	0.494
ABI1	LCK	1856444	1852042	9606.ENSP00000365312	9606.ENSP00000337825	0	0	0	0	0	0.437	0	0.115	0	0.480
dasatinib	masitinib	-3062316	-10074640	-1.CID003062316	-1.CID010074640	0	0	0	0	0	0	0	0.479	0	0.479
EPHA2	STAT3	1853684	1845584	9606.ENSP00000351209	9606.ENSP00000264657	0	0	0	0	0.122	0.104	0	0.391	0	0.479
PDGFRB	temsirolimus	1844996	-6918289	9606.ENSP00000261799	-1.CID006918289	0	0	0	0	0	0	0	0.474	0	0.475
HCK	masitinib	1856392	-10074640	9606.ENSP00000365012	-1.CID010074640	0	0	0	0	0	0.347	0	0.200	0	0.462
5-azacytidine	dasatinib	-9444	-3062316	-1.CID000009444	-1.CID003062316	0	0	0	0	0	0	0	0.460	0	0.460
LCK	alisertib	1852042	-24771867	9606.ENSP00000337825	-1.CID024771867	0	0	0	0	0	0.447	0	0	0	0.447
PTPN1	LCK	1855520	1852042	9606.ENSP00000360683	9606.ENSP00000337825	0	0	0	0	0	0.074	0	0.404	0	0.425
PDGFRB	ESR1	1844996	1842435	9606.ENSP00000261799	9606.ENSP00000206249	0	0	0	0	0	0.063	0	0.410	0	0.423
LCK	NSC-656576	1852042	-24202429	9606.ENSP00000337825	-1.CID024202429	0	0	0	0	0	0.421	0	0	0	0.421
5-azacytidine	etoposide	-9444	-36462	-1.CID000009444	-1.CID000036462	0	0	0	0	0	0	0	0.420	0	0.420
everolimus	alisertib	-6442177	-24771867	-1.CID006442177	-1.CID024771867	0	0	0	0	0	0	0	0.418	0	0.418
BCAR1	STAT3	1859585	1845584	9606.ENSP00000391669	9606.ENSP00000264657	0	0	0	0	0	0	0	0.419	0	0.418
PTPN1	CBL	1855520	1845465	9606.ENSP00000360683	9606.ENSP00000264033	0	0	0	0	0	0	0	0.413	0	0.412
STAT3	retinoic acid	1845584	-444795	9606.ENSP00000264657	-1.CID000444795	0	0	0	0	0	0	0	0.405	0	0.405
roscovitine	dasatinib	-160355	-3062316	-1.CID000160355	-1.CID003062316	0	0	0	0	0	0.297	0	0.176	0	0.403
