#node1	node2	node1_string_internal_id	node2_string_internal_id	node1_external_id	node2_external_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	prediction	combined_score
MMP9	FOSL1	1855661	1849266	9606.ENSP00000361405	9606.ENSP00000310170	0	0	0	0	0	0	0.900	0.941	0	0.993
SMAD3	TP53	1851536	1846083	9606.ENSP00000332973	9606.ENSP00000269305	0	0	0	0	0	0.911	0	0.912	0	0.991
FOS	ATF2	1848822	1845482	9606.ENSP00000306245	9606.ENSP00000264110	0	0	0	0	0	0.976	0	0.660	0	0.991
BCR	imatinib	1848539	-5291	9606.ENSP00000303507	-1.CID000005291	0	0	0	0	0	0	0.900	0.902	0	0.989
FOSL1	EP300	1849266	1845316	9606.ENSP00000310170	9606.ENSP00000263253	0	0	0	0	0	0.809	0.900	0.451	0	0.988
ABL1	TP53	1855665	1846083	9606.ENSP00000361423	9606.ENSP00000269305	0	0	0	0	0	0.812	0	0.942	0	0.988
MAPK8	SMAD3	1853988	1851536	9606.ENSP00000353483	9606.ENSP00000332973	0	0	0	0	0	0.860	0	0.905	0	0.986
ABL1	FOS	1855665	1848822	9606.ENSP00000361423	9606.ENSP00000306245	0	0	0	0	0	0.594	0	0.962	0	0.984
TTK	JNK inhibitor .	1855108	-8515	9606.ENSP00000358813	-1.CID000008515	0	0	0	0	0	0.800	0.800	0.567	0	0.981
ALK	GSK1838705A	1857789	-25182616	9606.ENSP00000373700	-1.CID025182616	0	0	0	0	0	0.899	0	0.818	0	0.981
ABL2	ABL1	1861715	1855665	9606.ENSP00000427562	9606.ENSP00000361423	0	0	0	0.933	0	0.812	0.900	0.750	0	0.981
MAP2K7	MAP2K4	1858552	1845147	9606.ENSP00000381066	9606.ENSP00000262445	0	0	0.498	0.909	0	0.804	0.900	0.827	0	0.981
ABL1	PD173955	1855665	-447077	9606.ENSP00000361423	-1.CID000447077	0	0	0	0	0	0.978	0	0	0	0.978
ATF2	EP300	1845482	1845316	9606.ENSP00000264110	9606.ENSP00000263253	0	0	0	0	0	0.569	0.900	0.535	0	0.978
SMAD3	JUND	1851536	1844164	9606.ENSP00000332973	9606.ENSP00000252818	0	0	0	0	0	0.569	0	0.940	0	0.973
ABL2	PD173955	1861715	-447077	9606.ENSP00000427562	-1.CID000447077	0	0	0	0	0	0.972	0	0	0	0.972
MAPK8	FOSL1	1853988	1849266	9606.ENSP00000353483	9606.ENSP00000310170	0	0	0	0	0	0.263	0.800	0.827	0	0.972
MAPK8	FOSL2	1853988	1845606	9606.ENSP00000353483	9606.ENSP00000264716	0	0	0	0	0	0.263	0.800	0.812	0	0.970
MAPK8	ATF3	1853988	1852803	9606.ENSP00000353483	9606.ENSP00000344352	0	0	0	0	0	0.263	0	0.960	0	0.970
MMP9	JNK inhibitor .	1855661	-8515	9606.ENSP00000361405	-1.CID000008515	0	0	0	0	0	0	0.700	0.903	0	0.970
MET	TP53	1849944	1846083	9606.ENSP00000317272	9606.ENSP00000269305	0	0	0	0	0	0	0.900	0.720	0	0.970
ATF3	JUND	1852803	1844164	9606.ENSP00000344352	9606.ENSP00000252818	0	0	0	0	0.239	0.717	0	0.868	0	0.969
MAPK10	JNK inhibitor .	1853804	-8515	9606.ENSP00000352157	-1.CID000008515	0	0	0	0	0	0.800	0.800	0.259	0	0.968
ATM	ATF2	1846577	1845482	9606.ENSP00000278616	9606.ENSP00000264110	0	0	0	0	0	0.803	0	0.846	0	0.968
MMP9	MAPK8	1855661	1853988	9606.ENSP00000361405	9606.ENSP00000353483	0	0	0	0	0	0	0	0.967	0	0.967
MAPK8	CRKL	1853988	1853038	9606.ENSP00000353483	9606.ENSP00000346300	0	0	0	0	0	0.571	0.900	0.300	0	0.967
JUN	JNK inhibitor .	1855436	-8515	9606.ENSP00000360266	-1.CID000008515	0	0	0	0	0	0	0.700	0.892	0	0.966
CRKL	GRB2	1853038	1852164	9606.ENSP00000346300	9606.ENSP00000339007	0	0	0	0.713	0	0.564	0.900	0.855	0	0.965
MET	PHA-665752	1849944	-10461815	9606.ENSP00000317272	-1.CID010461815	0	0	0	0	0	0.899	0	0.621	0	0.960
MAPK10	FOSL1	1853804	1849266	9606.ENSP00000352157	9606.ENSP00000310170	0	0	0	0	0	0.263	0.800	0.719	0	0.955
ATF2	JUND	1845482	1844164	9606.ENSP00000264110	9606.ENSP00000252818	0	0	0	0.636	0	0.362	0.900	0.852	0	0.953
MAPK8	EP300	1853988	1845316	9606.ENSP00000353483	9606.ENSP00000263253	0	0	0	0	0	0	0.900	0.558	0	0.953
MAPK9	MAPK8	1859420	1853988	9606.ENSP00000389338	9606.ENSP00000353483	0	0	0.527	0.984	0	0.525	0.900	0.981	0	0.951
MAPK10	TP53	1853804	1846083	9606.ENSP00000352157	9606.ENSP00000269305	0	0	0	0	0	0.576	0.800	0.459	0	0.950
MAPK10	FOSL2	1853804	1845606	9606.ENSP00000352157	9606.ENSP00000264716	0	0	0	0	0	0.263	0.800	0.683	0	0.949
TP53	HGF	1846083	1842916	9606.ENSP00000269305	9606.ENSP00000222390	0	0	0	0	0	0	0.900	0.508	0	0.948
CRKL	imatinib	1853038	-5291	9606.ENSP00000346300	-1.CID000005291	0	0	0	0	0	0	0.900	0.484	0	0.946
MAPK9	MAPK10	1859420	1853804	9606.ENSP00000389338	9606.ENSP00000352157	0	0	0.527	0.986	0	0.471	0.900	0.871	0	0.945
MMP9	TP53	1855661	1846083	9606.ENSP00000361405	9606.ENSP00000269305	0	0	0	0	0	0	0	0.942	0	0.942
ABL1	MAPK8	1855665	1853988	9606.ENSP00000361423	9606.ENSP00000353483	0	0	0	0.633	0	0.144	0.900	0.954	0	0.941
MAPK8	MET	1853988	1849944	9606.ENSP00000353483	9606.ENSP00000317272	0	0	0	0	0	0.107	0.900	0.383	0	0.940
MAP2K7	MAPK10	1858552	1853804	9606.ENSP00000381066	9606.ENSP00000352157	0	0	0	0.629	0	0.153	0.900	0.876	0	0.940
MMP9	SMAD3	1855661	1851536	9606.ENSP00000361405	9606.ENSP00000332973	0	0	0	0	0	0.109	0	0.933	0	0.938
CRKL	MET	1853038	1849944	9606.ENSP00000346300	9606.ENSP00000317272	0	0	0	0	0.115	0	0.900	0.345	0	0.937
CBL	HGF	1845465	1842916	9606.ENSP00000264033	9606.ENSP00000222390	0	0	0	0	0	0	0.900	0.328	0	0.929
MMP9	HGF	1855661	1842916	9606.ENSP00000361405	9606.ENSP00000222390	0	0	0	0	0	0	0	0.921	0	0.922
MAPK8	HGF	1853988	1842916	9606.ENSP00000353483	9606.ENSP00000222390	0	0	0	0	0	0	0.900	0.243	0	0.921
MAPK9	GRB2	1859420	1852164	9606.ENSP00000389338	9606.ENSP00000339007	0	0	0	0	0	0.812	0	0.588	0	0.919
FOSL1	FOS	1849266	1848822	9606.ENSP00000310170	9606.ENSP00000306245	0	0	0	0.804	0	0	0.900	0.973	0	0.919
MMP9	JUND	1855661	1844164	9606.ENSP00000361405	9606.ENSP00000252818	0	0	0	0	0	0	0	0.917	0	0.917
MAP2K7	JUN	1858552	1855436	9606.ENSP00000381066	9606.ENSP00000360266	0	0	0	0	0	0.671	0	0.752	0	0.915
CRKL	HGF	1853038	1842916	9606.ENSP00000346300	9606.ENSP00000222390	0	0	0	0	0	0	0.900	0.191	0	0.915
FOS	FOSL2	1848822	1845606	9606.ENSP00000306245	9606.ENSP00000264716	0	0	0	0.869	0	0	0.900	0.962	0	0.912
JUN	JUND	1855436	1844164	9606.ENSP00000360266	9606.ENSP00000252818	0	0	0	0.934	0	0	0.900	0.973	0	0.906
HGF	PHA-665752	1842916	-10461815	9606.ENSP00000222390	-1.CID010461815	0	0	0	0	0	0	0	0.904	0	0.904
MAPK8	MAPK10	1853988	1853804	9606.ENSP00000353483	9606.ENSP00000352157	0	0	0.527	0.987	0	0	0.900	0.961	0	0.901
MAPK10	MAPK8IP1	1853804	1843584	9606.ENSP00000352157	9606.ENSP00000241014	0	0	0	0	0	0.165	0	0.883	0	0.898
FOSL1	TP53	1849266	1846083	9606.ENSP00000310170	9606.ENSP00000269305	0	0	0	0	0	0	0	0.895	0	0.895
JUN	MAP2K4	1855436	1845147	9606.ENSP00000360266	9606.ENSP00000262445	0	0	0	0	0	0.566	0	0.753	0	0.888
TP53	imatinib	1846083	-5291	9606.ENSP00000269305	-1.CID000005291	0	0	0	0	0	0	0	0.882	0	0.882
MAPK8	CBL	1853988	1845465	9606.ENSP00000353483	9606.ENSP00000264033	0	0	0	0	0	0.810	0	0.384	0	0.878
ABL2	CRKL	1861715	1853038	9606.ENSP00000427562	9606.ENSP00000346300	0	0	0	0.645	0	0.149	0.800	0.798	0	0.872
ALK	GRB2	1857789	1852164	9606.ENSP00000373700	9606.ENSP00000339007	0	0	0	0	0	0.737	0	0.508	0	0.865
BCR	TP53	1848539	1846083	9606.ENSP00000303507	9606.ENSP00000269305	0	0	0	0	0	0.689	0	0.582	0	0.864
MAPK8IP1	JNK inhibitor .	1843584	-8515	9606.ENSP00000241014	-1.CID000008515	0	0	0	0	0	0	0.800	0.329	0	0.861
FOS	HGF	1848822	1842916	9606.ENSP00000306245	9606.ENSP00000222390	0	0	0	0	0	0	0	0.847	0	0.848
ALK	MAPK8	1857789	1853988	9606.ENSP00000373700	9606.ENSP00000353483	0	0	0	0	0	0	0	0.844	0	0.845
MAPK9	FOSL1	1859420	1849266	9606.ENSP00000389338	9606.ENSP00000310170	0	0	0	0	0	0.263	0	0.784	0	0.835
CRKL	MAP2K4	1853038	1845147	9606.ENSP00000346300	9606.ENSP00000262445	0	0	0	0	0	0	0.800	0.206	0	0.834
MAPK9	FOSL2	1859420	1845606	9606.ENSP00000389338	9606.ENSP00000264716	0	0	0	0	0	0.263	0	0.767	0	0.822
JUN	imatinib	1855436	-5291	9606.ENSP00000360266	-1.CID000005291	0	0	0	0	0	0	0	0.822	0	0.822
MAP2K7	TP53	1858552	1846083	9606.ENSP00000381066	9606.ENSP00000269305	0	0	0	0	0	0	0	0.816	0	0.816
MAPK10	CRKL	1853804	1853038	9606.ENSP00000352157	9606.ENSP00000346300	0	0	0	0	0	0	0.800	0.089	0	0.810
MAPK9	ATF3	1859420	1852803	9606.ENSP00000389338	9606.ENSP00000344352	0	0	0	0	0	0.263	0	0.746	0	0.805
MET	SCHEMBL140412	1849944	-49867491	9606.ENSP00000317272	-1.CID049867491	0	0	0	0	0	0.800	0	0	0	0.800
TP53	Akt inhibitor X	1846083	-10521421	9606.ENSP00000269305	-1.CID010521421	0	0	0	0	0	0	0	0.800	0	0.800
ABL1	EP300	1855665	1845316	9606.ENSP00000361423	9606.ENSP00000263253	0	0	0	0	0.070	0.602	0	0.496	0	0.797
ABL2	GRB2	1861715	1852164	9606.ENSP00000427562	9606.ENSP00000339007	0	0	0	0.776	0.106	0.750	0	0.571	0	0.797
ABL2	BCR	1861715	1848539	9606.ENSP00000427562	9606.ENSP00000303507	0	0	0	0	0	0.570	0	0.519	0	0.784
MAPK10	ATF3	1853804	1852803	9606.ENSP00000352157	9606.ENSP00000344352	0	0	0	0	0	0.263	0	0.700	0	0.770
TP53	JNK inhibitor .	1846083	-8515	9606.ENSP00000269305	-1.CID000008515	0	0	0	0	0	0	0.700	0.243	0	0.766
lenalidomide	lenalidomide (R	-216326	-40461270	-1.CID000216326	-1.CID040461270	0	0	0	0	0	0	0	0.755	0	0.755
TTK	GSK1838705A	1855108	-25182616	9606.ENSP00000358813	-1.CID025182616	0	0	0	0	0	0.739	0	0	0	0.739
MAPK9	MMP9	1859420	1855661	9606.ENSP00000389338	9606.ENSP00000361405	0	0	0	0	0	0	0	0.739	0	0.739
FOSL2	EP300	1845606	1845316	9606.ENSP00000264716	9606.ENSP00000263253	0	0	0	0	0	0.569	0	0.398	0	0.729
imatinib	PD173955	-5291	-447077	-1.CID000005291	-1.CID000447077	0	0	0	0	0	0	0	0.725	0	0.725
ABL1	MAPK8IP1	1855665	1843584	9606.ENSP00000361423	9606.ENSP00000241014	0	0	0	0	0	0	0	0.720	0	0.721
MMP9	FOS	1855661	1848822	9606.ENSP00000361405	9606.ENSP00000306245	0	0	0	0	0	0	0	0.712	0	0.712
GRB2	TP53	1852164	1846083	9606.ENSP00000339007	9606.ENSP00000269305	0	0	0	0	0	0.353	0	0.567	0	0.707
ALK	SMAD3	1857789	1851536	9606.ENSP00000373700	9606.ENSP00000332973	0	0	0	0	0	0	0	0.707	0	0.707
MAPK9	SMAD3	1859420	1851536	9606.ENSP00000389338	9606.ENSP00000332973	0	0	0	0	0	0.576	0	0.332	0	0.705
ABI1	CBL	1856444	1845465	9606.ENSP00000365312	9606.ENSP00000264033	0	0	0	0	0	0.576	0	0.328	0	0.702
ABL2	MAPK8IP1	1861715	1843584	9606.ENSP00000427562	9606.ENSP00000241014	0	0	0	0	0	0	0	0.701	0	0.701
ABL2	ATM	1861715	1846577	9606.ENSP00000427562	9606.ENSP00000278616	0	0	0	0	0	0	0	0.697	0	0.697
GRB2	FOS	1852164	1848822	9606.ENSP00000339007	9606.ENSP00000306245	0	0	0	0	0	0	0	0.690	0	0.690
FOSL1	ATF2	1849266	1845482	9606.ENSP00000310170	9606.ENSP00000264110	0	0	0	0	0	0.493	0	0.407	0	0.686
ATF3	FOS	1852803	1848822	9606.ENSP00000344352	9606.ENSP00000306245	0	0	0	0.724	0.269	0.483	0	0.740	0	0.685
JUN	GRB2	1855436	1852164	9606.ENSP00000360266	9606.ENSP00000339007	0	0	0	0	0	0	0	0.680	0	0.680
JUN	MET	1855436	1849944	9606.ENSP00000360266	9606.ENSP00000317272	0	0	0	0	0	0.306	0	0.542	0	0.669
MMP9	MAPK10	1855661	1853804	9606.ENSP00000361405	9606.ENSP00000352157	0	0	0	0	0	0	0	0.665	0	0.665
TTK	TP53	1855108	1846083	9606.ENSP00000358813	9606.ENSP00000269305	0	0	0	0	0	0.576	0	0.243	0	0.665
ABL2	FOS	1861715	1848822	9606.ENSP00000427562	9606.ENSP00000306245	0	0	0	0	0	0.083	0	0.643	0	0.659
ABI1	CRKL	1856444	1853038	9606.ENSP00000365312	9606.ENSP00000346300	0	0	0	0	0	0.437	0	0.418	0	0.658
MAPK8	GRB2	1853988	1852164	9606.ENSP00000353483	9606.ENSP00000339007	0	0	0	0	0	0	0	0.653	0	0.653
MAP2K7	JUND	1858552	1844164	9606.ENSP00000381066	9606.ENSP00000252818	0	0	0	0	0	0.274	0	0.517	0	0.634
MAPK10	GSK1838705A	1853804	-25182616	9606.ENSP00000352157	-1.CID025182616	0	0	0	0	0	0.629	0	0	0	0.629
ALK	JUN	1857789	1855436	9606.ENSP00000373700	9606.ENSP00000360266	0	0	0	0	0	0.363	0	0.442	0	0.629
ATM	EP300	1846577	1845316	9606.ENSP00000278616	9606.ENSP00000263253	0	0	0	0	0	0.103	0	0.598	0	0.624
imatinib	lenalidomide	-5291	-216326	-1.CID000005291	-1.CID000216326	0	0	0	0	0	0	0	0.622	0	0.622
SMAD3	CBL	1851536	1845465	9606.ENSP00000332973	9606.ENSP00000264033	0	0	0	0	0	0.576	0	0.139	0	0.619
MET	imatinib	1849944	-5291	9606.ENSP00000317272	-1.CID000005291	0	0	0	0	0	0.428	0	0.345	0	0.615
ABI1	GRB2	1856444	1852164	9606.ENSP00000365312	9606.ENSP00000339007	0	0	0	0.664	0	0.437	0	0.891	0	0.604
JUN	MAPK8IP1	1855436	1843584	9606.ENSP00000360266	9606.ENSP00000241014	0	0	0	0	0	0	0	0.595	0	0.595
MMP9	MET	1855661	1849944	9606.ENSP00000361405	9606.ENSP00000317272	0	0	0	0	0	0	0	0.582	0	0.582
ALK	TP53	1857789	1846083	9606.ENSP00000373700	9606.ENSP00000269305	0	0	0	0	0	0	0	0.581	0	0.581
ABI1	HGF	1856444	1842916	9606.ENSP00000365312	9606.ENSP00000222390	0	0	0	0	0	0.576	0	0	0	0.576
ATF3	FOSL1	1852803	1849266	9606.ENSP00000344352	9606.ENSP00000310170	0	0	0	0.735	0	0.493	0	0.603	0	0.571
ABL2	ABI1	1861715	1856444	9606.ENSP00000427562	9606.ENSP00000365312	0	0	0	0	0	0.437	0	0.261	0	0.566
JUN	ATM	1855436	1846577	9606.ENSP00000360266	9606.ENSP00000278616	0	0	0	0	0	0	0	0.548	0	0.548
FOS	MAP2K4	1848822	1845147	9606.ENSP00000306245	9606.ENSP00000262445	0	0	0	0	0	0	0	0.545	0	0.545
TP53	JUND	1846083	1844164	9606.ENSP00000269305	9606.ENSP00000252818	0	0	0	0	0	0	0	0.506	0	0.506
MAPK8	GSK1838705A	1853988	-25182616	9606.ENSP00000353483	-1.CID025182616	0	0	0	0	0	0.503	0	0	0	0.503
JUN	BCR	1855436	1848539	9606.ENSP00000360266	9606.ENSP00000303507	0	0	0	0	0	0	0	0.500	0	0.499
ATF3	EP300	1852803	1845316	9606.ENSP00000344352	9606.ENSP00000263253	0	0	0	0	0	0	0	0.499	0	0.499
MET	FOS	1849944	1848822	9606.ENSP00000317272	9606.ENSP00000306245	0	0	0	0	0	0.104	0	0.459	0	0.494
MMP9	ATF3	1855661	1852803	9606.ENSP00000361405	9606.ENSP00000344352	0	0	0	0	0.099	0	0	0.457	0	0.490
MET	PD173955	1849944	-447077	9606.ENSP00000317272	-1.CID000447077	0	0	0	0	0	0.393	0	0.175	0	0.485
ALK	FOS	1857789	1848822	9606.ENSP00000373700	9606.ENSP00000306245	0	0	0	0	0	0.236	0	0.338	0	0.473
TP53	MAP2K4	1846083	1845147	9606.ENSP00000269305	9606.ENSP00000262445	0	0	0	0	0	0	0	0.472	0	0.472
TP53	CBL	1846083	1845465	9606.ENSP00000269305	9606.ENSP00000264033	0	0	0	0	0	0	0	0.472	0	0.472
TP53	ATF2	1846083	1845482	9606.ENSP00000269305	9606.ENSP00000264110	0	0	0	0	0	0	0	0.472	0	0.472
ALK	BCR	1857789	1848539	9606.ENSP00000373700	9606.ENSP00000303507	0	0	0	0	0	0	0	0.470	0	0.470
OTX015	(+)-JQ-1	-9936745	-46907787	-1.CID009936745	-1.CID046907787	0	0	0	0.818	0	0	0	0.466	0	0.466
imatinib	lenvatinib	-5291	-9823820	-1.CID000005291	-1.CID009823820	0	0	0	0	0	0.297	0	0.261	0	0.464
MMP9	FOSL2	1855661	1845606	9606.ENSP00000361405	9606.ENSP00000264716	0	0	0	0	0	0	0	0.458	0	0.458
