#node1	node2	node1_string_internal_id	node2_string_internal_id	node1_external_id	node2_external_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	prediction	combined_score
BCL2L11	BCL2	1858084	1851168	9606.ENSP00000376943	9606.ENSP00000329623	0	0	0	0	0	0.999	0.900	0.961	0	0.999
MAPK8	TP53	1853988	1846083	9606.ENSP00000353483	9606.ENSP00000269305	0	0	0	0	0	0.999	0.900	0.942	0	0.999
TP53	KAT2B	1846083	1845408	9606.ENSP00000269305	9606.ENSP00000263754	0	0	0	0	0	0.999	0.900	0.963	0	0.999
SP1	EP300	1851138	1845316	9606.ENSP00000329357	9606.ENSP00000263253	0	0	0	0	0	0.999	0.900	0.519	0	0.999
RBBP4	CHD4	1855919	1853454	9606.ENSP00000362592	9606.ENSP00000349508	0	0	0	0	0	0.995	0.900	0.760	0	0.999
RBBP4	SIN3A	1855919	1854005	9606.ENSP00000362592	9606.ENSP00000353622	0	0	0	0	0	0.994	0.900	0.891	0	0.999
TP53	CREBBP	1846083	1845124	9606.ENSP00000269305	9606.ENSP00000262367	0	0	0	0	0	0.999	0.900	0.939	0	0.999
BRCA1	ATM	1861387	1846577	9606.ENSP00000418960	9606.ENSP00000278616	0	0	0	0	0	0.994	0.900	0.972	0	0.999
BCL2L1	TP53	1848421	1846083	9606.ENSP00000302564	9606.ENSP00000269305	0	0	0	0	0	0.996	0	0.974	0	0.999
RCHY1	TP53	1850323	1846083	9606.ENSP00000321239	9606.ENSP00000269305	0	0	0	0	0	0.999	0.900	0.909	0	0.999
KAT2B	EP300	1845408	1845316	9606.ENSP00000263754	9606.ENSP00000263253	0	0	0	0	0	0.984	0.900	0.967	0	0.999
MDM2	EP300	1861282	1845316	9606.ENSP00000417281	9606.ENSP00000263253	0	0	0	0	0	0.982	0.900	0.585	0	0.999
APAF1	BCL2	1862487	1851168	9606.ENSP00000448165	9606.ENSP00000329623	0	0	0	0	0	0.637	0.900	0.990	0	0.999
USP7	TP53	1852711	1846083	9606.ENSP00000343535	9606.ENSP00000269305	0	0	0	0	0	0.999	0.900	0.912	0	0.999
APAF1	CASP9	1862487	1851230	9606.ENSP00000448165	9606.ENSP00000330237	0	0	0	0	0	0.999	0.900	0.947	0	0.999
TP53	SIRT1	1846083	1842473	9606.ENSP00000269305	9606.ENSP00000212015	0	0	0	0	0	0.999	0.900	0.943	0	0.999
HDAC1	SP1	1855935	1851138	9606.ENSP00000362649	9606.ENSP00000329357	0	0	0	0	0	0.999	0.900	0.554	0	0.999
MDM2	USP7	1861282	1852711	9606.ENSP00000417281	9606.ENSP00000343535	0	0	0	0	0	0.999	0.900	0.912	0	0.999
SP1	TP53	1851138	1846083	9606.ENSP00000329357	9606.ENSP00000269305	0	0	0	0	0	0.999	0.900	0.910	0	0.999
MDM2	TP53	1861282	1846083	9606.ENSP00000417281	9606.ENSP00000269305	0	0	0	0	0.167	0.999	0.900	0.981	0	0.999
CDKN2A	TP53	1859838	1846083	9606.ENSP00000394932	9606.ENSP00000269305	0	0	0	0	0	0.997	0.900	0.981	0	0.999
HDAC1	SIN3A	1855935	1854005	9606.ENSP00000362649	9606.ENSP00000353622	0	0	0	0	0	0.999	0.900	0.959	0	0.999
ATM	TP53	1846577	1846083	9606.ENSP00000278616	9606.ENSP00000269305	0	0	0	0	0	0.999	0.900	0.974	0	0.999
HDAC1	TP53	1855935	1846083	9606.ENSP00000362649	9606.ENSP00000269305	0	0	0	0	0	0.999	0	0.942	0	0.999
HDAC1	RBBP4	1855935	1855919	9606.ENSP00000362649	9606.ENSP00000362592	0	0	0	0	0.161	0.999	0.900	0.915	0	0.999
CDKN2A	CDKN1A	1859838	1843736	9606.ENSP00000394932	9606.ENSP00000244741	0	0	0	0	0	0.808	0.900	0.973	0	0.999
RBBP7	HDAC1	1857150	1855935	9606.ENSP00000369424	9606.ENSP00000362649	0	0	0	0	0.161	0.999	0.900	0.915	0	0.999
MDM2	ATM	1861282	1846577	9606.ENSP00000417281	9606.ENSP00000278616	0	0	0	0	0	0.812	0.900	0.937	0	0.998
EP300	SIRT1	1845316	1842473	9606.ENSP00000263253	9606.ENSP00000212015	0	0	0	0	0.112	0.865	0.900	0.908	0	0.998
MCL1	TP53	1854935	1846083	9606.ENSP00000358022	9606.ENSP00000269305	0	0	0	0	0	0.576	0.900	0.956	0	0.998
KAT2B	SIRT1	1845408	1842473	9606.ENSP00000263754	9606.ENSP00000212015	0	0	0	0	0	0.668	0.900	0.948	0	0.998
MAPK8	CDKN1A	1853988	1843736	9606.ENSP00000353483	9606.ENSP00000244741	0	0	0	0	0	0.808	0.900	0.910	0	0.998
BRCA1	CREBBP	1861387	1845124	9606.ENSP00000418960	9606.ENSP00000262367	0	0	0	0	0	0.996	0	0.407	0	0.997
HDAC1	KAT2B	1855935	1845408	9606.ENSP00000362649	9606.ENSP00000263754	0	0	0	0	0.094	0.566	0.900	0.945	0	0.997
BCL2L11	MAPK8	1858084	1853988	9606.ENSP00000376943	9606.ENSP00000353483	0	0	0	0	0	0.812	0.900	0.895	0	0.997
HDAC1	CREBBP	1855935	1845124	9606.ENSP00000362649	9606.ENSP00000262367	0	0	0	0	0	0.864	0.900	0.814	0	0.997
MDM2	CREBBP	1861282	1845124	9606.ENSP00000417281	9606.ENSP00000262367	0	0	0	0	0	0.960	0.900	0.312	0	0.997
APAF1	XIAP	1862487	1853225	9606.ENSP00000448165	9606.ENSP00000347858	0	0	0	0	0	0.858	0.900	0.846	0	0.997
MAPK8	BCL2L1	1853988	1848421	9606.ENSP00000353483	9606.ENSP00000302564	0	0	0	0	0	0.857	0	0.976	0	0.996
APAF1	TP53	1862487	1846083	9606.ENSP00000448165	9606.ENSP00000269305	0	0	0	0	0	0	0.900	0.961	0	0.996
EP300	CDKN1A	1845316	1843736	9606.ENSP00000263253	9606.ENSP00000244741	0	0	0	0	0	0.914	0.900	0.658	0	0.996
BCL2	BCL2L1	1851168	1848421	9606.ENSP00000329623	9606.ENSP00000302564	0	0	0	0.911	0	0.960	0.900	0.990	0	0.996
SP1	CDKN1A	1851138	1843736	9606.ENSP00000329357	9606.ENSP00000244741	0	0	0	0	0	0.567	0.900	0.908	0	0.995
BCL2L1	navitoclax	1848421	-24978538	9606.ENSP00000302564	-1.CID024978538	0	0	0	0	0	0.735	0.800	0.907	0	0.994
MDM2	KAT2B	1861282	1845408	9606.ENSP00000417281	9606.ENSP00000263754	0	0	0	0	0	0.915	0.900	0.451	0	0.994
MAPK8	SP1	1853988	1851138	9606.ENSP00000353483	9606.ENSP00000329357	0	0	0	0	0	0.592	0.900	0.864	0	0.993
BRCA1	EP300	1861387	1845316	9606.ENSP00000418960	9606.ENSP00000263253	0	0	0	0	0	0.983	0	0.568	0	0.992
EP300	CREBBP	1845316	1845124	9606.ENSP00000263253	9606.ENSP00000262367	0	0	0	0.954	0	0.922	0.900	0.909	0	0.992
CASP9	BCL2L1	1851230	1848421	9606.ENSP00000330237	9606.ENSP00000302564	0	0	0	0	0	0.931	0	0.892	0	0.992
AS3MT	arsenic	1855127	-5359596	9606.ENSP00000358896	-1.CID005359596	0	0	0	0	0	0	0.700	0.967	0	0.990
SP1	CREBBP	1851138	1845124	9606.ENSP00000329357	9606.ENSP00000262367	0	0	0	0	0	0.824	0.900	0.472	0	0.989
MCL1	BCL2	1854935	1851168	9606.ENSP00000358022	9606.ENSP00000329623	0	0	0	0.676	0	0.808	0.900	0.983	0	0.986
MCL1	BCL2L1	1854935	1848421	9606.ENSP00000358022	9606.ENSP00000302564	0	0	0	0.665	0	0.801	0.900	0.926	0	0.985
HDAC1	CDKN1A	1855935	1843736	9606.ENSP00000362649	9606.ENSP00000244741	0	0	0	0	0	0.961	0	0.643	0	0.985
XPO1	TP53	1858987	1846083	9606.ENSP00000384863	9606.ENSP00000269305	0	0	0	0	0	0.807	0	0.913	0	0.982
SIN3A	CHD4	1854005	1853454	9606.ENSP00000353622	9606.ENSP00000349508	0	0	0	0	0	0.600	0.900	0.526	0	0.979
ATM	CDKN1A	1846577	1843736	9606.ENSP00000278616	9606.ENSP00000244741	0	0	0	0	0	0	0.900	0.755	0	0.974
MCL1	BCL2L2	1854935	1844007	9606.ENSP00000358022	9606.ENSP00000250405	0	0	0	0	0	0	0	0.971	0	0.971
CDKN2A	SP1	1859838	1851138	9606.ENSP00000394932	9606.ENSP00000329357	0	0	0	0	0	0.598	0.900	0.320	0	0.970
CHD4	KAT2B	1853454	1845408	9606.ENSP00000349508	9606.ENSP00000263754	0	0	0	0	0	0.441	0.900	0.489	0	0.968
BCL2	CDKN1A	1851168	1843736	9606.ENSP00000329623	9606.ENSP00000244741	0	0	0	0	0	0	0	0.964	0	0.965
MAPK8	SIRT1	1853988	1842473	9606.ENSP00000353483	9606.ENSP00000212015	0	0	0	0	0	0.576	0	0.922	0	0.965
HDAC1	entinostat	1855935	-4261	9606.ENSP00000362649	-1.CID000004261	0	0	0	0	0	0.666	0.800	0.511	0	0.965
TP53	arsenic	1846083	-5359596	9606.ENSP00000269305	-1.CID005359596	0	0	0	0	0	0	0.700	0.875	0	0.961
CDKN2A	BCL2L1	1859838	1848421	9606.ENSP00000394932	9606.ENSP00000302564	0	0	0	0	0	0.567	0	0.911	0	0.960
SIN3A	CREBBP	1854005	1845124	9606.ENSP00000353622	9606.ENSP00000262367	0	0	0	0	0	0.150	0.900	0.563	0	0.959
BCL2	EP300	1851168	1845316	9606.ENSP00000329623	9606.ENSP00000263253	0	0	0	0	0	0	0.900	0.608	0	0.959
RBBP4	KAT2B	1855919	1845408	9606.ENSP00000362592	9606.ENSP00000263754	0	0	0	0	0	0.094	0.900	0.577	0	0.958
MCL1	MAPK8	1854935	1853988	9606.ENSP00000358022	9606.ENSP00000353483	0	0	0	0	0	0	0	0.958	0	0.958
BCL2	navitoclax	1851168	-24978538	9606.ENSP00000329623	-1.CID024978538	0	0	0	0	0	0.730	0.800	0.218	0	0.955
RBBP7	KAT2B	1857150	1845408	9606.ENSP00000369424	9606.ENSP00000263754	0	0	0	0	0	0.094	0.900	0.551	0	0.955
MAPK8	EP300	1853988	1845316	9606.ENSP00000353483	9606.ENSP00000263253	0	0	0	0	0	0	0.900	0.558	0	0.953
ABCC2	arsenic	1855255	-5359596	9606.ENSP00000359478	-1.CID005359596	0	0	0	0	0	0	0.700	0.849	0	0.953
BCL2	CREBBP	1851168	1845124	9606.ENSP00000329623	9606.ENSP00000262367	0	0	0	0	0	0	0.900	0.533	0	0.951
APAF1	MCL1	1862487	1854935	9606.ENSP00000448165	9606.ENSP00000358022	0	0	0	0	0	0.637	0	0.868	0	0.950
CDKN1A	SIRT1	1843736	1842473	9606.ENSP00000244741	9606.ENSP00000212015	0	0	0	0	0	0	0.900	0.504	0	0.948
XPO1	HDAC1	1858987	1855935	9606.ENSP00000384863	9606.ENSP00000362649	0	0	0	0	0.068	0.101	0.900	0.438	0	0.946
ATM	SIRT1	1846577	1842473	9606.ENSP00000278616	9606.ENSP00000212015	0	0	0	0	0	0	0.900	0.485	0	0.946
BRCA1	SP1	1861387	1851138	9606.ENSP00000418960	9606.ENSP00000329357	0	0	0	0	0	0.917	0	0.325	0	0.941
BRCA1	RBBP7	1861387	1857150	9606.ENSP00000418960	9606.ENSP00000369424	0	0	0	0	0	0.913	0	0.345	0	0.940
BCL2L2	navitoclax	1844007	-24978538	9606.ENSP00000250405	-1.CID024978538	0	0	0	0	0	0	0.800	0.699	0	0.938
CASP9	navitoclax	1851230	-24978538	9606.ENSP00000330237	-1.CID024978538	0	0	0	0	0	0	0.700	0.786	0	0.933
CREBBP	CDKN1A	1845124	1843736	9606.ENSP00000262367	9606.ENSP00000244741	0	0	0	0	0	0.860	0	0.530	0	0.931
MDM2	HDAC1	1861282	1855935	9606.ENSP00000417281	9606.ENSP00000362649	0	0	0	0	0	0.881	0	0.399	0	0.925
MCL1	navitoclax	1854935	-24978538	9606.ENSP00000358022	-1.CID024978538	0	0	0	0	0	0	0	0.923	0	0.923
BCL2L11	SIRT1	1858084	1842473	9606.ENSP00000376943	9606.ENSP00000212015	0	0	0	0	0	0	0.900	0.243	0	0.921
CDKN2A	RBBP4	1859838	1855919	9606.ENSP00000394932	9606.ENSP00000362592	0	0	0	0	0	0	0.900	0.232	0	0.920
CDKN2A	RBBP7	1859838	1857150	9606.ENSP00000394932	9606.ENSP00000369424	0	0	0	0	0	0	0.900	0.190	0	0.915
MDM2	RCHY1	1861282	1850323	9606.ENSP00000417281	9606.ENSP00000321239	0	0	0	0	0	0.805	0	0.567	0	0.912
HDAC1	SIRT1	1855935	1842473	9606.ENSP00000362649	9606.ENSP00000212015	0	0	0	0	0	0.364	0	0.858	0	0.906
XPO1	selinexor	1858987	-71481097	9606.ENSP00000384863	-1.CID071481097	0	0	0	0	0	0	0	0.903	0	0.903
XIAP	BCL2L1	1853225	1848421	9606.ENSP00000347858	9606.ENSP00000302564	0	0	0	0	0	0.097	0	0.894	0	0.901
XIAP	BCL2	1853225	1851168	9606.ENSP00000347858	9606.ENSP00000329623	0	0	0	0	0	0.097	0	0.895	0	0.901
KAT2B	CDKN1A	1845408	1843736	9606.ENSP00000263754	9606.ENSP00000244741	0	0	0	0	0	0	0	0.898	0	0.898
CDKN2A	MCL1	1859838	1854935	9606.ENSP00000394932	9606.ENSP00000358022	0	0	0	0	0	0	0	0.892	0	0.893
MDM2	SP1	1861282	1851138	9606.ENSP00000417281	9606.ENSP00000329357	0	0	0	0	0	0.235	0	0.862	0	0.890
SP1	KAT2B	1851138	1845408	9606.ENSP00000329357	9606.ENSP00000263754	0	0	0	0	0	0.111	0	0.878	0	0.887
MDM2	XIAP	1861282	1853225	9606.ENSP00000417281	9606.ENSP00000347858	0	0	0	0	0	0.812	0	0.413	0	0.885
BRCA1	CDKN2A	1861387	1859838	9606.ENSP00000418960	9606.ENSP00000394932	0	0	0	0	0	0.576	0	0.720	0	0.876
SIN3A	KAT2B	1854005	1845408	9606.ENSP00000353622	9606.ENSP00000263754	0	0	0	0	0.065	0.570	0	0.715	0	0.875
MDM2	BCL2	1861282	1851168	9606.ENSP00000417281	9606.ENSP00000329623	0	0	0	0	0	0.566	0	0.710	0	0.868
CREBBP	SIRT1	1845124	1842473	9606.ENSP00000262367	9606.ENSP00000212015	0	0	0	0	0.081	0.092	0	0.849	0	0.863
BRCA1	USP7	1861387	1852711	9606.ENSP00000418960	9606.ENSP00000343535	0	0	0	0	0	0	0	0.862	0	0.862
MAPK8	BCL2L2	1853988	1844007	9606.ENSP00000353483	9606.ENSP00000250405	0	0	0	0	0	0	0	0.859	0	0.859
BRCA1	CDKN1A	1861387	1843736	9606.ENSP00000418960	9606.ENSP00000244741	0	0	0	0	0	0.567	0	0.633	0	0.834
CASP9	BCL2	1851230	1851168	9606.ENSP00000330237	9606.ENSP00000329623	0	0	0	0	0	0.195	0	0.802	0	0.834
SP1	BCL2L2	1851138	1844007	9606.ENSP00000329357	9606.ENSP00000250405	0	0	0	0	0	0	0	0.832	0	0.832
MCL1	XIAP	1854935	1853225	9606.ENSP00000358022	9606.ENSP00000347858	0	0	0	0	0	0.097	0	0.820	0	0.831
TP53	BCL2L2	1846083	1844007	9606.ENSP00000269305	9606.ENSP00000250405	0	0	0	0	0	0.576	0	0.615	0	0.830
RBBP4	SP1	1855919	1851138	9606.ENSP00000362592	9606.ENSP00000329357	0	0	0	0	0	0.805	0	0.158	0	0.829
CDKN2A	HDAC1	1859838	1855935	9606.ENSP00000394932	9606.ENSP00000362649	0	0	0	0	0	0.614	0	0.551	0	0.819
BRCA1	BCL2	1861387	1851168	9606.ENSP00000418960	9606.ENSP00000329623	0	0	0	0	0	0.576	0	0.583	0	0.815
HDAC1	ATM	1855935	1846577	9606.ENSP00000362649	9606.ENSP00000278616	0	0	0	0	0	0.623	0	0.522	0	0.812
RCHY1	arsenic	1850323	-5359596	9606.ENSP00000321239	-1.CID005359596	0	0	0	0	0	0	0	0.800	0	0.800
TP53	AT9283	1846083	-11696609	9606.ENSP00000269305	-1.CID011696609	0	0	0	0	0	0	0	0.800	0	0.800
BRCA1	SIRT1	1861387	1842473	9606.ENSP00000418960	9606.ENSP00000212015	0	0	0	0	0	0.673	0	0.393	0	0.793
CDKN2A	EP300	1859838	1845316	9606.ENSP00000394932	9606.ENSP00000263253	0	0	0	0	0	0.566	0	0.530	0	0.787
CDKN2A	arsenic	1859838	-5359596	9606.ENSP00000394932	-1.CID005359596	0	0	0	0	0	0	0.700	0.280	0	0.777
BRCA1	HDAC1	1861387	1855935	9606.ENSP00000418960	9606.ENSP00000362649	0	0	0	0	0	0.567	0	0.500	0	0.774
CHD4	EP300	1853454	1845316	9606.ENSP00000349508	9606.ENSP00000263253	0	0	0	0	0.096	0.647	0	0.341	0	0.771
BCL2L1	CDKN1A	1848421	1843736	9606.ENSP00000302564	9606.ENSP00000244741	0	0	0	0	0	0	0	0.752	0	0.752
XIAP	TP53	1853225	1846083	9606.ENSP00000347858	9606.ENSP00000269305	0	0	0	0	0	0	0	0.752	0	0.752
USP7	arsenic	1852711	-5359596	9606.ENSP00000343535	-1.CID005359596	0	0	0	0	0	0	0.700	0.169	0	0.743
MAPK8	arsenic	1853988	-5359596	9606.ENSP00000353483	-1.CID005359596	0	0	0	0	0	0	0.700	0.161	0	0.740
CDKN2A	BCL2	1859838	1851168	9606.ENSP00000394932	9606.ENSP00000329623	0	0	0	0	0	0	0	0.732	0	0.732
MCL1	CASP9	1854935	1851230	9606.ENSP00000358022	9606.ENSP00000330237	0	0	0	0	0	0.195	0	0.681	0	0.732
arsenic 78	arsenic-71	-6337077	-6337599	-1.CID006337077	-1.CID006337599	0	0	0	0	0	0	0	0.730	0	0.730
SIN3A	SP1	1854005	1851138	9606.ENSP00000353622	9606.ENSP00000329357	0	0	0	0	0	0.637	0	0.278	0	0.727
HDAC1	BCL2	1855935	1851168	9606.ENSP00000362649	9606.ENSP00000329623	0	0	0	0	0	0	0	0.724	0	0.724
CDKN2A	MAPK8	1859838	1853988	9606.ENSP00000394932	9606.ENSP00000353483	0	0	0	0	0	0.567	0	0.384	0	0.722
APAF1	BCL2L2	1862487	1844007	9606.ENSP00000448165	9606.ENSP00000250405	0	0	0	0	0	0	0	0.719	0	0.719
HDAC1	USP7	1855935	1852711	9606.ENSP00000362649	9606.ENSP00000343535	0	0	0	0	0.070	0.576	0	0.328	0	0.711
CASP9	TP53	1851230	1846083	9606.ENSP00000330237	9606.ENSP00000269305	0	0	0	0	0	0	0	0.711	0	0.711
CDKN2A	ATM	1859838	1846577	9606.ENSP00000394932	9606.ENSP00000278616	0	0	0	0	0	0.076	0	0.700	0	0.710
HDAC1	MAPK8	1855935	1853988	9606.ENSP00000362649	9606.ENSP00000353483	0	0	0	0	0	0.570	0	0.348	0	0.708
BCL2	ATM	1851168	1846577	9606.ENSP00000329623	9606.ENSP00000278616	0	0	0	0	0	0	0	0.707	0	0.708
RBBP4	CREBBP	1855919	1845124	9606.ENSP00000362592	9606.ENSP00000262367	0	0	0	0	0	0.588	0	0.303	0	0.700
RBBP7	CREBBP	1857150	1845124	9606.ENSP00000369424	9606.ENSP00000262367	0	0	0	0	0	0.588	0	0.295	0	0.697
SIN3A	EP300	1854005	1845316	9606.ENSP00000353622	9606.ENSP00000263253	0	0	0	0	0	0.150	0	0.654	0	0.694
HDAC1	BCL2L1	1855935	1848421	9606.ENSP00000362649	9606.ENSP00000302564	0	0	0	0	0	0	0	0.694	0	0.694
BRCA1	XIAP	1861387	1853225	9606.ENSP00000418960	9606.ENSP00000347858	0	0	0	0	0	0.576	0	0.302	0	0.691
CHD4	ATM	1853454	1846577	9606.ENSP00000349508	9606.ENSP00000278616	0	0	0	0	0	0.602	0	0.216	0	0.675
BRCA1	RBBP4	1861387	1855919	9606.ENSP00000418960	9606.ENSP00000362592	0	0	0	0	0	0.567	0	0.267	0	0.669
APAF1	ATM	1862487	1846577	9606.ENSP00000448165	9606.ENSP00000278616	0	0	0	0	0	0	0	0.666	0	0.666
BRCA1	MDM2	1861387	1861282	9606.ENSP00000418960	9606.ENSP00000417281	0	0	0	0	0	0.235	0	0.565	0	0.652
MAPK8	XIAP	1853988	1853225	9606.ENSP00000353483	9606.ENSP00000347858	0	0	0	0	0	0	0	0.638	0	0.638
ATM	EP300	1846577	1845316	9606.ENSP00000278616	9606.ENSP00000263253	0	0	0	0	0	0.103	0	0.598	0	0.624
APAF1	MAPK8	1862487	1853988	9606.ENSP00000448165	9606.ENSP00000353483	0	0	0	0	0	0	0	0.611	0	0.611
BRCA1	CASP9	1861387	1851230	9606.ENSP00000418960	9606.ENSP00000330237	0	0	0	0	0	0.576	0	0.103	0	0.603
APAF1	CDKN1A	1862487	1843736	9606.ENSP00000448165	9606.ENSP00000244741	0	0	0	0	0	0	0	0.599	0	0.599
HDAC1	MCL1	1855935	1854935	9606.ENSP00000362649	9606.ENSP00000358022	0	0	0	0	0	0	0	0.599	0	0.599
BCL2	SIRT1	1851168	1842473	9606.ENSP00000329623	9606.ENSP00000212015	0	0	0	0	0	0	0	0.594	0	0.594
arsenic	arsenic-73	-5359596	-6336622	-1.CID005359596	-1.CID006336622	0	0	0	0	0	0	0	0.594	0	0.594
MDM2	BCL2L1	1861282	1848421	9606.ENSP00000417281	9606.ENSP00000302564	0	0	0	0	0	0.107	0	0.562	0	0.592
BCL2L1	ATM	1848421	1846577	9606.ENSP00000302564	9606.ENSP00000278616	0	0	0	0	0	0	0	0.590	0	0.591
BCL2L11	TP53	1858084	1846083	9606.ENSP00000376943	9606.ENSP00000269305	0	0	0	0	0	0	0	0.584	0	0.584
ATM	KAT2B	1846577	1845408	9606.ENSP00000278616	9606.ENSP00000263754	0	0	0	0	0	0.103	0	0.553	0	0.582
APAF1	BCL2L11	1862487	1858084	9606.ENSP00000448165	9606.ENSP00000376943	0	0	0	0	0	0	0	0.567	0	0.567
BCL2L11	XIAP	1858084	1853225	9606.ENSP00000376943	9606.ENSP00000347858	0	0	0	0	0	0	0	0.563	0	0.563
MCL1	CDKN1A	1854935	1843736	9606.ENSP00000358022	9606.ENSP00000244741	0	0	0	0	0	0	0	0.563	0	0.563
APAF1	CDKN2A	1862487	1859838	9606.ENSP00000448165	9606.ENSP00000394932	0	0	0	0	0	0.101	0	0.521	0	0.551
XPO1	USP7	1858987	1852711	9606.ENSP00000384863	9606.ENSP00000343535	0	0	0	0	0.448	0	0	0.208	0	0.544
BCL2L1	EP300	1848421	1845316	9606.ENSP00000302564	9606.ENSP00000263253	0	0	0	0	0	0	0	0.537	0	0.537
MAPK8	CREBBP	1853988	1845124	9606.ENSP00000353483	9606.ENSP00000262367	0	0	0	0	0	0	0	0.527	0	0.527
MCL1	ATM	1854935	1846577	9606.ENSP00000358022	9606.ENSP00000278616	0	0	0	0	0	0	0	0.527	0	0.527
XPO1	EP300	1858987	1845316	9606.ENSP00000384863	9606.ENSP00000263253	0	0	0	0	0.063	0.074	0	0.494	0	0.523
CASP9	BCL2L2	1851230	1844007	9606.ENSP00000330237	9606.ENSP00000250405	0	0	0	0	0	0	0	0.523	0	0.523
XIAP	CDKN1A	1853225	1843736	9606.ENSP00000347858	9606.ENSP00000244741	0	0	0	0	0	0	0	0.515	0	0.515
XIAP	BCL2L2	1853225	1844007	9606.ENSP00000347858	9606.ENSP00000250405	0	0	0	0	0	0	0	0.509	0	0.509
USP7	RCHY1	1852711	1850323	9606.ENSP00000343535	9606.ENSP00000321239	0	0	0	0	0.065	0	0	0.472	0	0.485
CDKN2A	SIRT1	1859838	1842473	9606.ENSP00000394932	9606.ENSP00000212015	0	0	0	0	0	0.129	0	0.431	0	0.483
APAF1	HDAC1	1862487	1855935	9606.ENSP00000448165	9606.ENSP00000362649	0	0	0	0	0	0.191	0	0.378	0	0.476
XPO1	CREBBP	1858987	1845124	9606.ENSP00000384863	9606.ENSP00000262367	0	0	0	0	0.063	0.074	0	0.441	0	0.473
MDM2	MCL1	1861282	1854935	9606.ENSP00000417281	9606.ENSP00000358022	0	0	0	0	0	0	0	0.472	0	0.472
SIN3A	SIRT1	1854005	1842473	9606.ENSP00000353622	9606.ENSP00000212015	0	0	0	0	0	0.078	0	0.444	0	0.465
BCL2L1	SIRT1	1848421	1842473	9606.ENSP00000302564	9606.ENSP00000212015	0	0	0	0	0	0	0	0.457	0	0.458
BCL2L11	navitoclax	1858084	-24978538	9606.ENSP00000376943	-1.CID024978538	0	0	0	0	0	0	0	0.457	0	0.457
APAF1	MDM2	1862487	1861282	9606.ENSP00000448165	9606.ENSP00000417281	0	0	0	0	0	0	0	0.456	0	0.456
MAPK8	ATM	1853988	1846577	9606.ENSP00000353483	9606.ENSP00000278616	0	0	0	0	0	0	0	0.449	0	0.449
